"Comparison","EventType","GeneSymbol","Chromosome","Strand","FDR","DeltaPSI"
"KO_vs_Pos","MXE","Snap91","chr9","-",0.0053564374088446,-0.116
"KO_vs_Pos","MXE","Brwd1","chr16","-",0.00678422110781429,0.116
"KO_vs_Pos","MXE","Fastkd2","chr1","+",0.0183044377308455,-0.116
"KO_vs_Pos","MXE","Clec18a","chr8","-",0.0183044377308455,-0.116
"KO_vs_Pos","MXE","Tbce","chr13","-",0.0193217861311621,0.116
"KO_vs_Pos","MXE","Abraxas1","chr5","-",0.0312852952120049,-0.116
"KO_vs_Pos","SE","Cldnd1","chr16","+",7.15472099476528e-10,0.116
"KO_vs_Pos","SE","Cenpx","chr11","-",6.84773592812065e-08,0.116
"KO_vs_Pos","SE","Pomgnt2","chr9","-",0.00112468051906846,-0.116
"KO_vs_Pos","SE","Tor1aip2","chr1","+",0.00440541180579204,-0.116
"KO_vs_Pos","SE","Zdhhc16","chr19","+",0.00541372763469551,0.116
"KO_vs_Pos","SE","Epha7","chr4","+",0.00616329629405927,0.116
"KO_vs_Pos","SE","Tmcc1","chr6","-",0.00979171828810165,-0.116
"KO_vs_Pos","SE","Fam3c","chr6","-",0.0109753976274753,-0.116
"KO_vs_Pos","SE","Gm26760","chr15","+",0.0208326312416864,0.116
"KO_vs_Pos","SE","Luc7l3","chr11","-",0.037887115752845,-0.116
"KO_vs_Pos","MXE","4931406C07Rik","chr9","-",0.00682458744986009,-0.115
"KO_vs_Pos","MXE","Nasp","chr4","-",0.00683140487386238,0.115
"KO_vs_Pos","MXE","Lrp8","chr4","+",0.0415569977664667,-0.115
"KO_vs_Pos","SE","Ntan1","chr16","+",2.79754226632981e-08,-0.115
"KO_vs_Pos","SE","Gpsm1","chr2","+",3.49067721405717e-06,-0.115
"KO_vs_Pos","SE","Chn1","chr2","-",0.000340175941524499,0.115
"KO_vs_Pos","SE","Dip2a","chr10","-",0.00126562538547532,-0.115
"KO_vs_Pos","SE","Huwe1","chrX","+",0.00153409346032648,0.115
"KO_vs_Pos","SE","Tafazzin","chrX","+",0.00247741500674822,0.115
"KO_vs_Pos","SE","Mapt","chr11","+",0.00325013769228855,-0.115
"KO_vs_Pos","SE","Tmem164","chrX","+",0.00594600397575347,-0.115
"KO_vs_Pos","SE","Sipa1l2","chr8","-",0.0290401561346217,-0.115
"KO_vs_Pos","SE","Als2cl","chr9","+",0.0463651611358113,0.115
"KO_vs_Pos","A3SS","Arhgap5","chr12","+",5.7475481651874e-07,-0.114
"KO_vs_Pos","A3SS","Psip1","chr4","-",8.76965843712933e-05,-0.114
"KO_vs_Pos","A3SS","Bcor","chrX","-",0.000705643642853226,0.114
"KO_vs_Pos","A5SS","E130307A14Rik","chr10","-",0.0305781429460563,0.114
"KO_vs_Pos","A5SS","Tlcd3b","chr7","+",0.0494971480212054,0.114
"KO_vs_Pos","MXE","Sapcd1","chr17","-",0.000632368523338823,0.114
"KO_vs_Pos","MXE","Sf3b6","chr12","+",0.000808552442509403,-0.114
"KO_vs_Pos","MXE","Trim23","chr13","+",0.0190251829484867,-0.114
"KO_vs_Pos","MXE","Dennd5b","chr6","-",0.0287121063483837,0.114
"KO_vs_Pos","MXE","Simc1","chr13","+",0.0485073195960638,-0.114
"KO_vs_Pos","MXE","Thoc2","chrX","-",0.0488702023443934,-0.114
"KO_vs_Pos","RI","Ubp1","chr9","+",1.36324735177638e-07,0.114
"KO_vs_Pos","RI","Sirt7","chr11","-",9.49512213654972e-05,0.114
"KO_vs_Pos","RI","Baiap2","chr11","+",0.0347049222560132,0.114
"KO_vs_Pos","SE","Snrnp70","chr7","-",0,-0.114
"KO_vs_Pos","SE","Hdnr","chr8","+",0.0058439908046138,-0.114
"KO_vs_Pos","SE","Dtnbp1","chr13","-",0.0174765318238545,-0.114
"KO_vs_Pos","SE","Zfp62","chr11","+",0.0249979754130578,-0.114
"KO_vs_Pos","SE","Ccdc163","chr4","+",0.0263493507984171,0.114
"KO_vs_Pos","MXE","Ccng2","chr5","+",0.00194222366771128,-0.113
"KO_vs_Pos","RI","Mrgbp","chr2","+",0.000142648822564011,0.113
"KO_vs_Pos","RI","Hspa8","chr9","+",0.000391080068347915,-0.113
"KO_vs_Pos","RI","Celf1","chr2","+",0.00452820955865167,0.113
"KO_vs_Pos","RI","Nr1h2","chr7","-",0.0064623835358372,-0.113
"KO_vs_Pos","RI","Surf1","chr2","-",0.0238317759799585,0.113
"KO_vs_Pos","SE","Atp6v1h","chr1","+",4.68101393738528e-08,0.113
"KO_vs_Pos","SE","Acin1","chr14","-",2.34227325019496e-07,-0.113
"KO_vs_Pos","SE","Cep89","chr7","+",9.40859047319935e-07,0.113
"KO_vs_Pos","SE","Hnrnpc","chr14","-",4.35640507835712e-06,-0.113
"KO_vs_Pos","SE","Fchsd2","chr7","+",5.70829354091289e-06,-0.113
"KO_vs_Pos","SE","Tmcc1","chr6","-",0.0179529010329172,0.113
"KO_vs_Pos","A3SS","2410002F23Rik","chr7","+",0.00809812973507672,0.112
"KO_vs_Pos","MXE","Nktr","chr9","+",0.00296645182073236,0.112
"KO_vs_Pos","MXE","Adgrb2","chr4","+",0.0169922397336479,-0.112
"KO_vs_Pos","MXE","Sfi1","chr11","-",0.0270465896554503,0.112
"KO_vs_Pos","RI","Uros","chr7","-",5.77650084627855e-11,0.112
"KO_vs_Pos","RI","Comtd1","chr14","-",3.53193495713586e-05,-0.112
"KO_vs_Pos","RI","Cdk11b","chr4","+",0.000793275203199411,0.112
"KO_vs_Pos","RI","Nrip2","chr6","+",0.02768506315857,-0.112
"KO_vs_Pos","SE","Pprc1","chr19","+",1.38952635002956e-07,-0.112
"KO_vs_Pos","SE","Adgrl1","chr8","+",2.26623081704636e-07,-0.112
"KO_vs_Pos","SE","Ptprs","chr17","-",5.3516426124679e-07,-0.112
"KO_vs_Pos","SE","Slc29a1","chr17","-",0.00030407532372311,-0.112
"KO_vs_Pos","SE","Osbpl6","chr2","+",0.00203654000382265,0.112
"KO_vs_Pos","SE","Qrich1","chr9","+",0.0066847707751602,-0.112
"KO_vs_Pos","SE","Skp1","chr11","+",0.0181129890621345,-0.112
"KO_vs_Pos","SE","Ank3","chr10","+",0.0310822018524838,-0.112
"KO_vs_Pos","SE","2610021A01Rik","chr7","+",0.0432919656648538,0.112
"KO_vs_Pos","A3SS","Srsf4","chr4","+",0.03426351423401,0.111
"KO_vs_Pos","MXE","Nos1","chr5","+",7.25955667167088e-05,0.111
"KO_vs_Pos","RI","Vps9d1","chr8","-",4.79617706130187e-08,0.111
"KO_vs_Pos","RI","Pomt1","chr2","+",8.25114051178716e-06,0.111
"KO_vs_Pos","RI","Recql5","chr11","-",0.00129964547499238,-0.111
"KO_vs_Pos","RI","Lmtk3","chr7","+",0.0064623835358372,0.111
"KO_vs_Pos","RI","Smpd4","chr16","+",0.0435545521818781,0.111
"KO_vs_Pos","SE","Cald1","chr6","+",0,-0.111
"KO_vs_Pos","SE","Slc38a10","chr11","-",4.79821281644661e-09,-0.111
"KO_vs_Pos","SE","Macf1","chr4","-",3.94699255713016e-08,0.111
"KO_vs_Pos","SE","Simc1","chr13","+",1.89888511932435e-05,0.111
"KO_vs_Pos","SE","Tns1","chr1","-",7.5806523728397e-05,-0.111
"KO_vs_Pos","SE","Slc25a40","chr5","+",0.000223879957312075,-0.111
"KO_vs_Pos","SE","Porcn","chrX","-",0.000686436541938585,0.111
"KO_vs_Pos","SE","Btrc","chr19","+",0.000973555293051615,0.111
"KO_vs_Pos","SE","Apbb1","chr7","-",0.00832141057289344,0.111
"KO_vs_Pos","SE","Ppp1r26","chr2","+",0.0118694103780327,0.111
"KO_vs_Pos","SE","Rnf146","chr10","-",0.0150527516841932,-0.111
"KO_vs_Pos","SE","Zfp985","chr4","+",0.0177006133452544,-0.111
"KO_vs_Pos","SE","Rhbdl3","chr11","+",0.0195250565802391,0.111
"KO_vs_Pos","SE","Itga2b","chr11","-",0.0358200400889418,0.111
"KO_vs_Pos","A3SS","Phf20l1","chr15","+",0.0405014174817831,-0.11
"KO_vs_Pos","A5SS","Chd9","chr8","+",0.0107291471819525,0.11
"KO_vs_Pos","MXE","Shc1","chr3","+",4.69331980686898e-12,-0.11
"KO_vs_Pos","MXE","Pkm","chr9","+",1.14731404288796e-07,0.11
"KO_vs_Pos","MXE","P4ha1","chr10","+",6.00820063698964e-05,-0.11
"KO_vs_Pos","MXE","Prmt7","chr8","+",6.76929534579722e-05,-0.11
"KO_vs_Pos","MXE","Sike1","chr3","+",0.000257987313071345,-0.11
"KO_vs_Pos","MXE","Dab2ip","chr2","+",0.00160218439956213,-0.11
"KO_vs_Pos","MXE","Gprasp1","chrX","+",0.00297205319851501,0.11
"KO_vs_Pos","MXE","Ppp1r13b","chr12","-",0.0146095609163731,-0.11
"KO_vs_Pos","MXE","Ralgps1","chr2","-",0.0300584472817201,-0.11
"KO_vs_Pos","RI","Stap2","chr17","-",0.00930780881804074,0.11
"KO_vs_Pos","SE","Mef2d","chr3","+",1.93605131925998e-12,0.11
"KO_vs_Pos","SE","Tor1aip2","chr1","+",3.11012260122619e-12,-0.11
"KO_vs_Pos","SE","Asap1","chr15","-",3.53194255451477e-10,0.11
"KO_vs_Pos","SE","Evl","chr12","+",1.13397467162242e-07,0.11
"KO_vs_Pos","SE","Eno2","chr6","-",7.23755642427545e-05,0.11
"KO_vs_Pos","SE","Zfp617","chr8","+",0.000334899769573881,-0.11
"KO_vs_Pos","SE","Cpne1","chr2","-",0.000396160569098189,-0.11
"KO_vs_Pos","SE","Gmppb","chr9","+",0.00141503417938167,-0.11
"KO_vs_Pos","SE","Huwe1","chrX","+",0.00302482001122866,0.11
"KO_vs_Pos","SE","Suv39h2","chr2","-",0.00488133933809634,0.11
"KO_vs_Pos","SE","Rbms3","chr9","-",0.0105467132338812,0.11
"KO_vs_Pos","SE","Ccl25","chr8","+",0.0348789105178088,-0.11
"KO_vs_Pos","SE","Clk4","chr11","+",0.047596668323379,0.11
"KO_vs_Pos","A5SS","Dip2b","chr15","+",0.0243270196498658,0.109
"KO_vs_Pos","MXE","Pcbp3","chr10","-",0,-0.109
"KO_vs_Pos","MXE","Prmt7","chr8","+",6.98880998151433e-06,-0.109
"KO_vs_Pos","MXE","Snap25","chr2","+",2.77108632190106e-05,0.109
"KO_vs_Pos","MXE","Abraxas1","chr5","-",0.0215102940225387,-0.109
"KO_vs_Pos","RI","Wdr73","chr7","-",0.000188992396239166,0.109
"KO_vs_Pos","RI","Aatk","chr11","-",0.00754410625001972,0.109
"KO_vs_Pos","RI","Arhgap9","chr10","+",0.0437714437228979,0.109
"KO_vs_Pos","SE","Pym1","chr10","+",9.26728254097677e-05,-0.109
"KO_vs_Pos","SE","Pcnx","chr12","+",0.000328433627403977,0.109
"KO_vs_Pos","SE","Tenm3","chr8","-",0.00204976177004206,-0.109
"KO_vs_Pos","SE","Emid1","chr11","-",0.0024852209796871,0.109
"KO_vs_Pos","SE","Slc9a5","chr8","+",0.00544261187526876,0.109
"KO_vs_Pos","SE","Ccdc82","chr9","+",0.00769031222966556,0.109
"KO_vs_Pos","SE","Cnot2","chr10","-",0.00845841377940717,0.109
"KO_vs_Pos","SE","Tdrp","chr8","-",0.0131197348202854,-0.109
"KO_vs_Pos","SE","Limk2","chr11","-",0.0400510572257718,0.109
"KO_vs_Pos","SE","Trp53bp1","chr2","-",0.0442058957214777,0.109
"KO_vs_Pos","RI","Sphk1","chr11","+",0.00126739871649485,-0.108
"KO_vs_Pos","SE","Blzf1","chr1","-",7.40397252867878e-08,0.108
"KO_vs_Pos","SE","Nek1","chr8","+",9.31435483517679e-07,0.108
"KO_vs_Pos","SE","Cspp1","chr1","+",2.79456068977463e-05,-0.108
"KO_vs_Pos","SE","Camk2g","chr14","-",6.98456089054103e-05,-0.108
"KO_vs_Pos","SE","Mtpap","chr18","+",0.000264366584768741,0.108
"KO_vs_Pos","SE","Add1","chr5","+",0.000380499145200197,0.108
"KO_vs_Pos","SE","P2rx4","chr5","+",0.00184409507632423,-0.108
"KO_vs_Pos","SE","Cbarp","chr10","-",0.00314831012767502,0.108
"KO_vs_Pos","SE","Cxxc4","chr3","+",0.00372069958920437,-0.108
"KO_vs_Pos","SE","Srrm4","chr5","-",0.00658628004698489,-0.108
"KO_vs_Pos","SE","Got1l1","chr8","-",0.0111282578987586,0.108
"KO_vs_Pos","SE","2700097O09Rik","chr12","-",0.0152903334412139,-0.108
"KO_vs_Pos","SE","Acaca","chr11","+",0.0211479795485644,-0.108
"KO_vs_Pos","SE","Rnf182","chr13","+",0.0214535293744152,-0.108
"KO_vs_Pos","SE","Pkig","chr2","+",0.0321405943595933,-0.108
"KO_vs_Pos","SE","Egr3","chr14","+",0.0338784559306096,-0.108
"KO_vs_Pos","SE","Ncor1","chr11","-",0.0438862494201937,-0.108
"KO_vs_Pos","A3SS","Mapk11","chr15","-",3.09776611769632e-10,0.107
"KO_vs_Pos","A3SS","Nrxn2","chr19","+",0.0437348276436315,-0.107
"KO_vs_Pos","A5SS","Pcbp3","chr10","-",0,0.107
"KO_vs_Pos","A5SS","Taf1d","chr9","+",6.57955690043576e-05,0.107
"KO_vs_Pos","A5SS","Taf4","chr2","-",0.0148000390991377,-0.107
"KO_vs_Pos","A5SS","Ankrd16","chr2","+",0.0217317264227437,0.107
"KO_vs_Pos","A5SS","Sh3bp1","chr15","+",0.0475588623277228,0.107
"KO_vs_Pos","MXE","Rps12","chr10","-",2.53399906880081e-05,-0.107
"KO_vs_Pos","MXE","Dtnb","chr12","+",0.00749382987496781,-0.107
"KO_vs_Pos","MXE","Invs","chr4","+",0.0312852952120049,-0.107
"KO_vs_Pos","MXE","Asb7","chr7","-",0.0348426093445914,0.107
"KO_vs_Pos","RI","Tial1","chr7","-",3.48574537290229e-11,0.107
"KO_vs_Pos","RI","Magt1","chrX","-",0.000119116722386402,-0.107
"KO_vs_Pos","SE","Zc3h18","chr8","+",8.48017362212679e-05,-0.107
"KO_vs_Pos","SE","Simc1","chr13","+",0.000320003290072136,0.107
"KO_vs_Pos","SE","Kazald1","chr19","+",0.00244604139778027,0.107
"KO_vs_Pos","SE","Atat1","chr17","-",0.0191148388880783,0.107
"KO_vs_Pos","SE","Ccp110","chr7","+",0.0499114460757825,-0.107
"KO_vs_Pos","A3SS","Gipr","chr7","-",0.0405777549139858,0.106
"KO_vs_Pos","A5SS","Tmem234","chr4","+",5.0701501462242e-05,0.106
"KO_vs_Pos","A5SS","Snapc4","chr2","-",0.00126202557008068,-0.106
"KO_vs_Pos","A5SS","Taf4","chr2","-",0.0190983933566739,0.106
"KO_vs_Pos","A5SS","Inca1","chr11","-",0.0271891646907323,0.106
"KO_vs_Pos","MXE","Ttc3","chr16","+",4.68738742954357e-05,-0.106
"KO_vs_Pos","MXE","Cdc123","chr2","-",8.91767901657208e-05,-0.106
"KO_vs_Pos","MXE","Rab4b","chr7","-",0.00582070302561291,-0.106
"KO_vs_Pos","RI","Pdlim7","chr13","-",0.00369421691237189,0.106
"KO_vs_Pos","RI","Pced1a","chr2","-",0.0401182700282645,0.106
"KO_vs_Pos","RI","Setd4","chr16","-",0.040472238113611,0.106
"KO_vs_Pos","SE","Add1","chr5","+",2.69661360288283e-05,0.106
"KO_vs_Pos","SE","Ttll5","chr12","+",0.000114670178900213,0.106
"KO_vs_Pos","SE","Oas1c","chr5","-",0.00400744596090625,0.106
"KO_vs_Pos","SE","P4ha3","chr7","+",0.00474517175165006,-0.106
"KO_vs_Pos","SE","Prpf38b","chr3","-",0.00574712043254884,0.106
"KO_vs_Pos","SE","Snap91","chr9","-",0.00751420363173312,0.106
"KO_vs_Pos","SE","Asb7","chr7","-",0.0286440056641054,0.106
"KO_vs_Pos","SE","Zfp638","chr6","+",0.0348782165790183,0.106
"KO_vs_Pos","SE","Polg","chr7","-",0.0387600491337965,0.106
"KO_vs_Pos","A3SS","Surf2","chr2","+",0.0122959836681636,0.105
"KO_vs_Pos","A5SS","Cdk2ap2","chr19","+",9.09506316413243e-09,0.105
"KO_vs_Pos","A5SS","Mocs2","chr13","+",0.000829251493654527,0.105
"KO_vs_Pos","A5SS","H2-K2","chr17","-",0.000860754024887487,-0.105
"KO_vs_Pos","MXE","Usf2","chr7","-",0.0211899141267493,-0.105
"KO_vs_Pos","MXE","Pigb","chr9","-",0.0296215425452198,0.105
"KO_vs_Pos","RI","Srsf7","chr17","-",1.51004206952903e-08,0.105
"KO_vs_Pos","RI","Cenpt","chr8","-",0.00218569267051843,0.105
"KO_vs_Pos","RI","Ankle1","chr8","+",0.00376100939619008,0.105
"KO_vs_Pos","SE","Ptprf","chr4","-",0,0.105
"KO_vs_Pos","SE","Cars2","chr8","-",1.85760504078785e-08,0.105
"KO_vs_Pos","SE","Gnl3l","chrX","-",4.9474370156212e-08,0.105
"KO_vs_Pos","SE","Ttc13","chr8","-",4.27944524541705e-05,-0.105
"KO_vs_Pos","SE","Lmf1","chr17","+",0.000643522628138858,-0.105
"KO_vs_Pos","SE","Fry","chr5","+",0.00173278994638492,0.105
"KO_vs_Pos","SE","Pigq","chr17","-",0.00290232917466982,0.105
"KO_vs_Pos","SE","Naga","chr15","-",0.00322741796334444,0.105
"KO_vs_Pos","SE","Irak1","chrX","-",0.0035153406313352,0.105
"KO_vs_Pos","SE","Camk2a","chr18","+",0.0329186672604562,-0.105
"KO_vs_Pos","SE","Actl6b","chr5","+",0.0477440730540765,-0.105
"KO_vs_Pos","A3SS","Cyb5r1","chr1","+",4.22201955936344e-12,0.104
"KO_vs_Pos","A3SS","Depdc5","chr5","+",0.0300455562724301,-0.104
"KO_vs_Pos","A5SS","Porcn","chrX","-",0.028016427304622,-0.104
"KO_vs_Pos","MXE","Ilkap","chr1","-",0.00083305781500468,0.104
"KO_vs_Pos","MXE","Atf6b","chr17","+",0.00250879681018608,-0.104
"KO_vs_Pos","MXE","Ppm1m","chr9","-",0.0211899141267493,0.104
"KO_vs_Pos","MXE","Meis1","chr11","-",0.0348426093445914,-0.104
"KO_vs_Pos","RI","Tbp","chr17","+",0.000165777484370508,0.104
"KO_vs_Pos","RI","Fgd2","chr17","+",0.00155090614688514,0.104
"KO_vs_Pos","RI","Lsm5","chr6","-",0.0393579440256834,0.104
"KO_vs_Pos","SE","Plod2","chr9","+",6.1650256491914e-07,-0.104
"KO_vs_Pos","SE","Hectd4","chr5","+",0.00129960442107651,0.104
"KO_vs_Pos","SE","Zc3h14","chr12","+",0.00176705153563564,0.104
"KO_vs_Pos","SE","Clk4","chr11","+",0.0113705011836066,0.104
"KO_vs_Pos","SE","Mir22hg","chr11","+",0.0155359231991345,-0.104
"KO_vs_Pos","SE","3110009E18Rik","chr1","+",0.0491772817699711,0.104
"KO_vs_Pos","A3SS","Jmjd1c","chr10","+",0.028738784313144,0.103
"KO_vs_Pos","A5SS","Adam33","chr2","-",0.0494971480212054,-0.103
"KO_vs_Pos","MXE","Cnpy3","chr17","-",0.00222737140899077,-0.103
"KO_vs_Pos","MXE","Wdhd1","chr14","-",0.00657149888459867,0.103
"KO_vs_Pos","MXE","St7","chr6","+",0.028082240057652,-0.103
"KO_vs_Pos","RI","Ubr2","chr17","-",7.7884224761477e-06,0.103
"KO_vs_Pos","RI","Cenpt","chr8","-",0.00674116435433288,0.103
"KO_vs_Pos","RI","Chrd","chr16","+",0.014448970097347,0.103
"KO_vs_Pos","RI","Bbip1","chr19","-",0.0239464001239023,0.103
"KO_vs_Pos","RI","Izumo4","chr10","+",0.0286392732565473,0.103
"KO_vs_Pos","RI","Matk","chr10","+",0.0312225691085153,-0.103
"KO_vs_Pos","SE","Nckap1","chr2","-",5.06196751182027e-10,0.103
"KO_vs_Pos","SE","Ntan1","chr16","+",1.77971321259801e-06,-0.103
"KO_vs_Pos","SE","Jag2","chr12","-",0.000124321336973302,0.103
"KO_vs_Pos","SE","1700086O06Rik","chr18","-",0.000223879957312075,-0.103
"KO_vs_Pos","SE","Mbnl2","chr14","+",0.000873848303375507,-0.103
"KO_vs_Pos","SE","Kidins220","chr12","+",0.00770477845293051,-0.103
"KO_vs_Pos","SE","Rusc1","chr3","-",0.0332672098586522,0.103
"KO_vs_Pos","SE","1700123M08Rik","chr4","+",0.0386677945646546,-0.103
"KO_vs_Pos","SE","Syt14","chr1","-",0.0415997017000681,0.103
"KO_vs_Pos","A3SS","Vps29","chr5","+",1.95661853149049e-05,0.102
"KO_vs_Pos","A3SS","Folr1","chr7","-",0.0448094370588324,0.102
"KO_vs_Pos","A5SS","Ufd1","chr16","+",0.000104874667511947,-0.102
"KO_vs_Pos","A5SS","Selenoo","chr15","+",0.00418299676395264,0.102
"KO_vs_Pos","A5SS","Atxn2l","chr7","-",0.00606829497846171,0.102
"KO_vs_Pos","MXE","Atp6v0a1","chr11","+",0,-0.102
"KO_vs_Pos","MXE","Emsy","chr7","-",0.00971882535212423,-0.102
"KO_vs_Pos","MXE","Slc9b2","chr3","+",0.010317803599499,0.102
"KO_vs_Pos","MXE","Trabd","chr15","+",0.016548277777086,0.102
"KO_vs_Pos","MXE","Prr11","chr11","-",0.016858588396916,-0.102
"KO_vs_Pos","MXE","Cep170","chr1","-",0.018172037155986,0.102
"KO_vs_Pos","RI","Xlr4b","chrX","+",0.000793275203199411,0.102
"KO_vs_Pos","SE","Srgap3","chr6","-",5.81168940896419e-05,-0.102
"KO_vs_Pos","SE","Eml4","chr17","+",6.98683824355933e-05,-0.102
"KO_vs_Pos","SE","Hdac10","chr15","-",0.000156494895855176,0.102
"KO_vs_Pos","SE","Tjp1","chr7","-",0.00064764221957721,0.102
"KO_vs_Pos","SE","Slc38a10","chr11","-",0.0015906695021202,-0.102
"KO_vs_Pos","SE","Clta","chr4","+",0.00209637340479277,-0.102
"KO_vs_Pos","SE","Xiap","chrX","+",0.00763036632299948,0.102
"KO_vs_Pos","SE","Gm15418","chr8","+",0.0179178100381126,-0.102
"KO_vs_Pos","SE","Trit1","chr4","+",0.0311879088862954,-0.102
"KO_vs_Pos","A3SS","Tedc1","chr12","+",0.00245385492542894,0.101
"KO_vs_Pos","A3SS","Crnde","chr8","-",0.0301082376512264,0.101
"KO_vs_Pos","A3SS","Med13l","chr5","+",0.0362498455842908,-0.101
"KO_vs_Pos","A5SS","Cfl2","chr12","-",2.59041160993998e-05,0.101
"KO_vs_Pos","MXE","Pcbp3","chr10","-",1.17903041872846e-06,-0.101
"KO_vs_Pos","MXE","Tspan2","chr3","+",0.0016498802926979,-0.101
"KO_vs_Pos","MXE","Cask","chrX","-",0.0143127107660162,-0.101
"KO_vs_Pos","MXE","Arfgef3","chr10","-",0.0312852952120049,-0.101
"KO_vs_Pos","MXE","Pcnx","chr12","+",0.0344057684128368,-0.101
"KO_vs_Pos","RI","Syvn1","chr19","+",9.41059071284571e-09,0.101
"KO_vs_Pos","RI","Mettl26","chr17","+",0.0245503002710944,-0.101
"KO_vs_Pos","SE","Srek1","chr13","-",9.54480796022348e-06,-0.101
"KO_vs_Pos","SE","Chd8","chr14","-",6.08086467353026e-05,0.101
"KO_vs_Pos","SE","Eef1d","chr15","-",9.14178334789459e-05,-0.101
"KO_vs_Pos","SE","Usf3","chr16","+",0.0101319409266984,0.101
"KO_vs_Pos","SE","Arhgap33","chr7","-",0.0123505192959145,-0.101
"KO_vs_Pos","SE","Rnf150","chr8","+",0.0228393048116521,0.101
"KO_vs_Pos","SE","Tnnt1","chr7","-",0.0273086947493392,0.101
"KO_vs_Pos","A3SS","Magi1","chr6","-",0.00141232423575362,-0.1
"KO_vs_Pos","A3SS","Ablim1","chr19","-",0.0171740569934607,0.1
"KO_vs_Pos","MXE","Rpl3","chr15","-",1.25605047029969e-08,-0.1
"KO_vs_Pos","MXE","Atp11b","chr3","+",0.00083305781500468,-0.1
"KO_vs_Pos","MXE","Adcyap1r1","chr6","+",0.00270600358296102,-0.1
"KO_vs_Pos","MXE","Pigx","chr16","-",0.00325258788548353,-0.1
"KO_vs_Pos","MXE","Sms","chrX","-",0.017137671118857,-0.1
"KO_vs_Pos","MXE","Tcf7l2","chr19","+",0.0211899141267493,0.1
"KO_vs_Pos","MXE","Flna","chrX","-",0.0278311353289634,0.1
"KO_vs_Pos","RI","Stk25","chr1","-",2.0921092256144e-08,0.1
"KO_vs_Pos","RI","Ciz1","chr2","+",6.71265547428259e-05,0.1
"KO_vs_Pos","RI","Polr3gl","chr3","-",0.00077709465694041,0.1
"KO_vs_Pos","RI","Mak16","chr8","-",0.00126739871649485,0.1
"KO_vs_Pos","SE","Ptprs","chr17","-",1.02614728308714e-11,0.1
"KO_vs_Pos","SE","Ralgps2","chr1","-",4.77102048535069e-10,0.1
"KO_vs_Pos","SE","Prkx","chrX","-",0.000318436952732682,0.1
"KO_vs_Pos","SE","Btrc","chr19","+",0.000319540639760557,0.1
"KO_vs_Pos","SE","Ndufa4l2","chr10","+",0.00074420875436869,0.1
"KO_vs_Pos","SE","Epb41l2","chr10","+",0.00827162941002891,-0.1
"KO_vs_Pos","SE","Vkorc1l1","chr5","+",0.00952733684291855,0.1
"KO_vs_Pos","SE","Rev1","chr1","-",0.026066912269095,0.1
"KO_vs_Pos","SE","Ttll11","chr2","-",0.0271551221524008,-0.1
"KO_vs_Pos","SE","Zkscan3","chr13","-",0.0401672103181608,-0.1
"Neg_vs_Parental","SE","Vat1l","chr8","+",7.76306532571118e-10,-0.892
"Neg_vs_Parental","A3SS","Syt17","chr7","-",2.63327819110281e-07,-0.831
"Neg_vs_Parental","SE","Eno4","chr19","+",5.1639667227507e-07,0.805
"Neg_vs_Parental","SE","Cdk8","chr5","+",9.1430477646744e-13,0.793
"Neg_vs_Parental","SE","Nrxn3","chr12","+",1.5788203606732e-08,-0.789
"Neg_vs_Parental","A3SS","Tmtc4","chr14","-",6.72815400560111e-08,-0.787
"Neg_vs_Parental","SE","Ap3s1","chr18","+",0.000578400887225834,-0.757
"Neg_vs_Parental","SE","Lhx1os","chr11","+",0.00336796883196654,-0.733
"Neg_vs_Parental","SE","1700086O06Rik","chr18","-",1.78365023538485e-10,0.731
"Neg_vs_Parental","A3SS","Tmem219","chr7","-",5.1471253224459e-08,-0.726
"Neg_vs_Parental","MXE","Gtf3c5","chr2","-",0.00167940137324598,-0.717
"Neg_vs_Parental","SE","Meg3","chr12","+",1.15698207358848e-08,0.706
"Neg_vs_Parental","SE","Actr5","chr2","+",0.0326254926426773,-0.681
"Neg_vs_Parental","A3SS","Plec","chr15","-",0.001460474541135,0.678
"Neg_vs_Parental","SE","Snapc3","chr4","+",2.91971769112032e-05,0.678
"Neg_vs_Parental","SE","Gm15246","chrX","+",1.88059223362523e-05,-0.673
"Neg_vs_Parental","SE","Ikzf4","chr10","-",8.07339610468759e-06,0.669
"Neg_vs_Parental","SE","Pygm","chr19","+",7.39491230381861e-07,-0.667
"Neg_vs_Parental","SE","Gm1976","chr17","-",9.20097835381683e-05,-0.667
"Neg_vs_Parental","SE","Poteg","chr8","+",0.0166726448291764,-0.667
"Neg_vs_Parental","A5SS","Serpinb6a","chr13","-",1.10144643457812e-07,-0.657
"Neg_vs_Parental","SE","Mnat1","chr12","+",2.35822195569196e-06,0.657
"Neg_vs_Parental","RI","Gm20544","chr18","-",0.000104406995184422,-0.647
"Neg_vs_Parental","SE","Txnrd2","chr16","+",2.91585154059633e-05,-0.646
"Neg_vs_Parental","SE","Fnbp1","chr2","-",1.05992675717543e-08,0.644
"Neg_vs_Parental","SE","Zfp239","chr6","+",0.00139164245057269,-0.644
"Neg_vs_Parental","SE","Lrp8os2","chr4","-",0.00489419159100366,0.637
"Neg_vs_Parental","SE","Firre","chrX","-",1.02519853556766e-05,-0.633
"Neg_vs_Parental","SE","Sod2","chr17","+",0.00442413595017062,-0.633
