Gene	Comparison	EventType	dPSI	FDR	Chromosome	Start	End	ExonLength	IGV_coordinate	IGV_narrow
Chrd	Pos_vs_Parental	SE	-0.387	0.00013	chr16	20553611	20553712	101	chr16:20553111-20554212	chr16:20553511-20553812
Luc7l2	Pos_vs_Parental	SE	-0.387	0.000719	chr6	38536138	38536239	101	chr6:38535638-38536739	chr6:38536038-38536339
Zfr2	KO_vs_Neg	SE	0.386	0.00847	chr10	81069448	81069595	147	chr10:81068948-81070095	chr10:81069348-81069695
Mmaa	KO_vs_Pos	SE	0.386	0.000673	chr8	80010837	80011075	238	chr8:80010337-80011575	chr8:80010737-80011175
Minar2	Pos_vs_Neg	A3SS	-0.386	0.000245	chr18	59199888	59200061	NA	chr18:59199388-59200561	chr18:59199788-59200161
Clptm1	Pos_vs_Neg	A3SS	-0.386	0.000251	chr7	19396069	19396267	NA	chr7:19395569-19396767	chr7:19395969-19396367
4933412E12Rik	Pos_vs_Neg	SE	0.386	0.0157	chr10	116794789	116794974	185	chr10:116794289-116795474	chr10:116794689-116795074
Adamts6	Pos_vs_Parental	SE	-0.386	0.00926	chr13	104581651	104581719	68	chr13:104581151-104582219	chr13:104581551-104581819
Mtf2	KO_vs_Neg	SE	-0.385	0.0214	chr5	108226731	108226840	109	chr5:108226231-108227340	chr5:108226631-108226940
Zfp644	KO_vs_Parental	A5SS	0.385	0.046	chr5	106844099	106844430	NA	chr5:106843599-106844930	chr5:106843999-106844530
Naip1	KO_vs_Parental	SE	0.385	0.000396	chr13	100561889	100564001	2112	chr13:100561389-100564501	chr13:100561789-100564101
Tafazzin	Pos_vs_Parental	SE	-0.385	0	chrX	73332589	73332625	36	chrX:73332089-73333125	chrX:73332489-73332725
Relb	KO_vs_Parental	A5SS	0.384	0.0152	chr7	19351628	19351844	NA	chr7:19351128-19352344	chr7:19351528-19351944
Tmem161a	KO_vs_Parental	A5SS	-0.384	0.0226	chr8	70633355	70633518	NA	chr8:70632855-70634018	chr8:70633255-70633618
Gas5	KO_vs_Pos	SE	0.384	4.13e-05	chr1	160865794	160865842	48	chr1:160865294-160866342	chr1:160865694-160865942
Meaf6	KO_vs_Neg	SE	-0.383	3.3e-09	chr4	125001309	125001339	30	chr4:125000809-125001839	chr4:125001209-125001439
Gm12610	KO_vs_Neg	SE	0.383	0.000384	chr4	89271433	89271838	405	chr4:89270933-89272338	chr4:89271333-89271938
Pum1	KO_vs_Neg	SE	0.383	0.00212	chr4	130455308	130455475	167	chr4:130454808-130455975	chr4:130455208-130455575
Hyal3	KO_vs_Neg	SE	0.383	0.00501	chr9	107461950	107462864	914	chr9:107461450-107463364	chr9:107461850-107462964
1700087I21Rik	KO_vs_Neg	SE	-0.383	0.033	chr14	103642137	103642313	176	chr14:103641637-103642813	chr14:103642037-103642413
Ptprr	KO_vs_Parental	SE	0.383	0.0273	chr10	116013622	116013733	111	chr10:116013122-116014233	chr10:116013522-116013833
1700087I21Rik	KO_vs_Parental	SE	-0.383	0.0317	chr14	103642137	103642313	176	chr14:103641637-103642813	chr14:103642037-103642413
Cpne1	KO_vs_Parental	SE	-0.383	0.0432	chr2	155940149	155940292	143	chr2:155939649-155940792	chr2:155940049-155940392
Gstm2	KO_vs_Pos	SE	-0.383	0.000548	chr3	107892933	107892998	65	chr3:107892433-107893498	chr3:107892833-107893098
Gm13563	KO_vs_Pos	SE	0.383	0.00909	chr2	26278253	26278404	151	chr2:26277753-26278904	chr2:26278153-26278504
1110017D15Rik	KO_vs_Pos	SE	0.383	0.0245	chr4	41507098	41507328	230	chr4:41506598-41507828	chr4:41506998-41507428
Gm12610	Neg_vs_Parental	SE	-0.383	0.000375	chr4	89271433	89271838	405	chr4:89270933-89272338	chr4:89271333-89271938
Nphs1	Neg_vs_Parental	SE	-0.383	0.00123	chr7	30181165	30181241	76	chr7:30180665-30181741	chr7:30181065-30181341
P3h1	Pos_vs_Neg	SE	-0.383	0.02	chr4	119096902	119096958	56	chr4:119096402-119097458	chr4:119096802-119097058
Plekha5	Pos_vs_Parental	SE	-0.383	0	chr6	140526072	140526261	189	chr6:140525572-140526761	chr6:140525972-140526361
Zbtb20	KO_vs_Neg	SE	-0.382	0.0107	chr16	43013827	43013901	74	chr16:43013327-43014401	chr16:43013727-43014001
Tspan32	KO_vs_Parental	MXE	0.382	8.06e-05	chr7	142564770	142568797	NA	chr7:142564270-142569297	chr7:142564670-142568897
Apol7d	KO_vs_Pos	SE	0.382	0.0236	chr1	71696203	71696325	122	chr1:71695703-71696825	chr1:71696103-71696425
Catip	Neg_vs_Parental	A5SS	0.382	0.0126	chr1	74401525	74401818	NA	chr1:74401025-74402318	chr1:74401425-74401918
Gm16835	Neg_vs_Parental	SE	-0.382	9.3e-05	chr14	119343557	119343726	169	chr14:119343057-119344226	chr14:119343457-119343826
Ncam1	Neg_vs_Parental	SE	-0.382	0.0375	chr9	49453187	49453202	15	chr9:49452687-49453702	chr9:49453087-49453302
Gm20544	Pos_vs_Neg	A3SS	-0.382	0.0182	chr18	75497177	75497443	NA	chr18:75496677-75497943	chr18:75497077-75497543
Gm16835	Pos_vs_Neg	SE	0.382	0.00012	chr14	119343557	119343726	169	chr14:119343057-119344226	chr14:119343457-119343826
Ikzf4	Pos_vs_Neg	SE	-0.382	0.0108	chr10	128479562	128479634	72	chr10:128479062-128480134	chr10:128479462-128479734
Nrg4	Pos_vs_Parental	A3SS	-0.382	1.67e-05	chr9	55133899	55134038	NA	chr9:55133399-55134538	chr9:55133799-55134138
1700123M08Rik	Pos_vs_Parental	A5SS	0.382	0.0141	chr4	11976443	11977102	NA	chr4:11975943-11977602	chr4:11976343-11977202
Myl6	Pos_vs_Parental	SE	-0.382	0	chr10	128327158	128327216	58	chr10:128326658-128327716	chr10:128327058-128327316
Ccdc17	Pos_vs_Parental	SE	0.382	0.0235	chr4	116456753	116456864	111	chr4:116456253-116457364	chr4:116456653-116456964
Plch2	KO_vs_Neg	SE	-0.381	0.00127	chr4	155069822	155069849	27	chr4:155069322-155070349	chr4:155069722-155069949
Gnb1l	KO_vs_Neg	SE	0.381	0.00575	chr16	18359721	18359847	126	chr16:18359221-18360347	chr16:18359621-18359947
Dusp12	KO_vs_Neg	SE	-0.381	0.0323	chr1	170707698	170707795	97	chr1:170707198-170708295	chr1:170707598-170707895
Klf8	KO_vs_Parental	SE	0.381	0.00108	chrX	152142837	152142960	123	chrX:152142337-152143460	chrX:152142737-152143060
Efcab5	KO_vs_Pos	MXE	0.381	0.0287	chr11	77008615	77012211	NA	chr11:77008115-77012711	chr11:77008515-77012311
Prss33	KO_vs_Pos	SE	0.381	0.000256	chr17	24054495	24054571	76	chr17:24053995-24055071	chr17:24054395-24054671
Plch2	Neg_vs_Parental	SE	0.381	0.00135	chr4	155069822	155069849	27	chr4:155069322-155070349	chr4:155069722-155069949
Ccdc158	Pos_vs_Neg	SE	-0.381	0.00107	chr5	92757817	92757925	108	chr5:92757317-92758425	chr5:92757717-92758025
Tcf12	Pos_vs_Parental	RI	-0.381	0.00239	chr9	71775353	71777429	NA	chr9:71774853-71777929	chr9:71775253-71777529
Slc22a17	KO_vs_Parental	A3SS	-0.38	0.00109	chr14	55144975	55145823	NA	chr14:55144475-55146323	chr14:55144875-55145923
Gm46430	Neg_vs_Parental	SE	-0.38	0.0223	chr13	74731765	74731992	227	chr13:74731265-74732492	chr13:74731665-74732092
Sh3glb1	Pos_vs_Neg	SE	-0.38	0	chr3	144407520	144407607	87	chr3:144407020-144408107	chr3:144407420-144407707
Col4a1	Pos_vs_Neg	SE	-0.38	0	chr8	11254535	11254552	17	chr8:11254035-11255052	chr8:11254435-11254652
Iqcg	KO_vs_Parental	MXE	0.379	0.000564	chr16	32840883	32849459	NA	chr16:32840383-32849959	chr16:32840783-32849559
Tlcd3b	KO_vs_Pos	MXE	-0.379	6.5e-05	chr7	126416360	126417565	NA	chr7:126415860-126418065	chr7:126416260-126417665
Paip2	KO_vs_Pos	SE	0.379	0.0321	chr18	35741790	35741872	82	chr18:35741290-35742372	chr18:35741690-35741972
Hdac5	Neg_vs_Parental	MXE	0.379	9.33e-05	chr11	102104750	102112677	NA	chr11:102104250-102113177	chr11:102104650-102112777
Hdac5	Pos_vs_Neg	MXE	-0.379	0.000184	chr11	102104750	102112677	NA	chr11:102104250-102113177	chr11:102104650-102112777
Paip2	Pos_vs_Neg	SE	-0.379	0.0318	chr18	35741790	35741872	82	chr18:35741290-35742372	chr18:35741690-35741972
Sectm1a	Pos_vs_Parental	SE	0.379	1.24e-12	chr11	120959860	120959914	54	chr11:120959360-120960414	chr11:120959760-120960014
Ptprr	Pos_vs_Parental	SE	0.379	0.00385	chr10	116013622	116013733	111	chr10:116013122-116014233	chr10:116013522-116013833
Meg3	KO_vs_Neg	SE	-0.378	0.0246	chr12	109515953	109515987	34	chr12:109515453-109516487	chr12:109515853-109516087
Gm10509	KO_vs_Parental	SE	0.378	0.000292	chr17	21900041	21900219	178	chr17:21899541-21900719	chr17:21899941-21900319
Jpx	KO_vs_Pos	SE	0.378	0.00152	chrX	102546465	102546536	71	chrX:102545965-102547036	chrX:102546365-102546636
Casp2	Neg_vs_Parental	SE	0.378	4.32e-05	chr6	42253803	42253864	61	chr6:42253303-42254364	chr6:42253703-42253964
Slc12a6	Pos_vs_Neg	SE	-0.378	0.00473	chr2	112146585	112146630	45	chr2:112146085-112147130	chr2:112146485-112146730
Adam8	Pos_vs_Parental	RI	0.378	0.000752	chr7	139564641	139565343	NA	chr7:139564141-139565843	chr7:139564541-139565443
Deaf1	Pos_vs_Parental	SE	-0.378	0	chr7	140904354	140904529	175	chr7:140903854-140905029	chr7:140904254-140904629
Hdac7	Pos_vs_Parental	SE	-0.378	9.6e-10	chr15	97706540	97706651	111	chr15:97706040-97707151	chr15:97706440-97706751
Jpx	Pos_vs_Parental	SE	-0.378	0.000828	chrX	102546465	102546536	71	chrX:102545965-102547036	chrX:102546365-102546636
Srpk2	KO_vs_Neg	A3SS	-0.377	3e-07	chr5	23745372	23745501	NA	chr5:23744872-23746001	chr5:23745272-23745601
Slc4a9	KO_vs_Neg	RI	0.377	0.00338	chr18	36664152	36664579	NA	chr18:36663652-36665079	chr18:36664052-36664679
Lrrfip2	KO_vs_Neg	SE	0.377	0.00348	chr9	110996267	110996312	45	chr9:110995767-110996812	chr9:110996167-110996412
Itpr1	KO_vs_Parental	A3SS	0.377	0.0116	chr6	108409606	108409657	NA	chr6:108409106-108410157	chr6:108409506-108409757
Srpk2	KO_vs_Pos	A3SS	-0.377	1.17e-05	chr5	23745372	23745501	NA	chr5:23744872-23746001	chr5:23745272-23745601
Ppt1	Neg_vs_Parental	SE	-0.377	0.00526	chr4	122748172	122748271	99	chr4:122747672-122748771	chr4:122748072-122748371
Samd13	Neg_vs_Parental	SE	0.377	0.0164	chr3	146390687	146390884	197	chr3:146390187-146391384	chr3:146390587-146390984
Wdr93	Neg_vs_Parental	SE	0.377	0.0289	chr7	79416137	79416173	36	chr7:79415637-79416673	chr7:79416037-79416273
Catsperg1	Pos_vs_Neg	SE	-0.377	4.22e-07	chr7	28897773	28897833	60	chr7:28897273-28898333	chr7:28897673-28897933
Sgip1	Pos_vs_Neg	SE	-0.377	0.0405	chr4	102757722	102757734	12	chr4:102757222-102758234	chr4:102757622-102757834
Col13a1	KO_vs_Neg	SE	-0.376	7.66e-05	chr10	61697793	61697892	99	chr10:61697293-61698392	chr10:61697693-61697992
Luc7l3	KO_vs_Parental	SE	-0.376	0	chr11	94183219	94183298	79	chr11:94182719-94183798	chr11:94183119-94183398
Itgav	KO_vs_Parental	SE	-0.376	0.00144	chr2	83634248	83634329	81	chr2:83633748-83634829	chr2:83634148-83634429
Col11a2	Neg_vs_Parental	SE	0.376	0.032	chr17	34266071	34266251	180	chr17:34265571-34266751	chr17:34265971-34266351
Ric8b	Pos_vs_Parental	SE	-0.376	0.000195	chr10	84845315	84845491	176	chr10:84844815-84845991	chr10:84845215-84845591
Gphn	KO_vs_Neg	MXE	0.375	0.0415	chr12	78569671	78579472	NA	chr12:78569171-78579972	chr12:78569571-78579572
Fblim1	KO_vs_Parental	SE	-0.375	5.17e-06	chr4	141328877	141329020	143	chr4:141328377-141329520	chr4:141328777-141329120
2810429I04Rik	Pos_vs_Neg	A5SS	0.375	0.00027	chr13	3544480	3544721	NA	chr13:3543980-3545221	chr13:3544380-3544821
Mmaa	Pos_vs_Neg	SE	-0.375	0.000369	chr8	80010837	80011075	238	chr8:80010337-80011575	chr8:80010737-80011175
Pex26	Pos_vs_Neg	SE	0.375	0.0041	chr6	121174840	121174973	133	chr6:121174340-121175473	chr6:121174740-121175073
Tube1	Pos_vs_Parental	A5SS	-0.375	0.0135	chr10	39020370	39020568	NA	chr10:39019870-39021068	chr10:39020270-39020668
Bltp2	KO_vs_Parental	A3SS	-0.374	0.0339	chr11	78164228	78164385	NA	chr11:78163728-78164885	chr11:78164128-78164485
Clic3	KO_vs_Parental	RI	0.374	8.84e-09	chr2	25348315	25348788	NA	chr2:25347815-25349288	chr2:25348215-25348888
Rhbdl1	KO_vs_Parental	SE	-0.374	0.00468	chr17	26055372	26055546	174	chr17:26054872-26056046	chr17:26055272-26055646
Akap1	KO_vs_Pos	SE	0.374	0.0466	chr11	88734415	88734522	107	chr11:88733915-88735022	chr11:88734315-88734622
Gm26760	Neg_vs_Parental	SE	-0.374	0.0444	chr15	92258919	92259046	127	chr15:92258419-92259546	chr15:92258819-92259146
Akap1	Pos_vs_Parental	SE	-0.374	0.0287	chr11	88734415	88734522	107	chr11:88733915-88735022	chr11:88734315-88734622
Gm10505	KO_vs_Neg	RI	0.373	1.07e-06	chr17	27562274	27563799	NA	chr17:27561774-27564299	chr17:27562174-27563899
ENSMUSG00000121502	Neg_vs_Parental	SE	0.373	3.35e-06	chr7	39120820	39120930	110	chr7:39120320-39121430	chr7:39120720-39121030
Aak1	Neg_vs_Parental	SE	0.373	4.91e-06	chr6	86958277	86958379	102	chr6:86957777-86958879	chr6:86958177-86958479
Platr14	Pos_vs_Neg	A5SS	-0.373	0.0153	chr2	104389523	104389594	NA	chr2:104389023-104390094	chr2:104389423-104389694
4930581F22Rik	Pos_vs_Parental	A3SS	0.373	0.00139	chr9	35028842	35029152	NA	chr9:35028342-35029652	chr9:35028742-35029252
Large2	Pos_vs_Parental	A5SS	0.373	0.000157	chr2	92200690	92201008	NA	chr2:92200190-92201508	chr2:92200590-92201108
Mmaa	Pos_vs_Parental	SE	-0.373	0.000138	chr8	80010837	80011075	238	chr8:80010337-80011575	chr8:80010737-80011175
Pigq	Pos_vs_Parental	SE	-0.373	0.00051	chr17	26150647	26150801	154	chr17:26150147-26151301	chr17:26150547-26150901
Psd2	KO_vs_Neg	A5SS	-0.372	0.00509	chr18	36121232	36121294	NA	chr18:36120732-36121794	chr18:36121132-36121394
Park7	KO_vs_Neg	SE	-0.372	6.38e-05	chr4	150988271	150988341	70	chr4:150987771-150988841	chr4:150988171-150988441
Aste1	KO_vs_Neg	SE	0.372	0.0129	chr9	105273996	105275057	1061	chr9:105273496-105275557	chr9:105273896-105275157
Park7	KO_vs_Parental	SE	-0.372	6.67e-05	chr4	150988271	150988341	70	chr4:150987771-150988841	chr4:150988171-150988441
Atp13a2	KO_vs_Pos	A3SS	0.372	0.00436	chr4	140721258	140721702	NA	chr4:140720758-140722202	chr4:140721158-140721802
Park7	KO_vs_Pos	SE	-0.372	8.41e-05	chr4	150988271	150988341	70	chr4:150987771-150988841	chr4:150988171-150988441
Mcfd2	KO_vs_Pos	SE	0.372	0.00373	chr17	87571568	87571793	225	chr17:87571068-87572293	chr17:87571468-87571893
Gm26947	KO_vs_Pos	SE	-0.372	0.0041	chr10	60773611	60773741	130	chr10:60773111-60774241	chr10:60773511-60773841
Fbxl9	Neg_vs_Parental	A3SS	-0.372	0.00143	chr8	106041707	106042700	NA	chr8:106041207-106043200	chr8:106041607-106042800
Gm10658	Pos_vs_Parental	SE	-0.372	0.00058	chr9	56964552	56964725	173	chr9:56964052-56965225	chr9:56964452-56964825
Gm20544	KO_vs_Neg	A3SS	-0.371	0.0113	chr18	75497781	75497918	NA	chr18:75497281-75498418	chr18:75497681-75498018
Gm26947	KO_vs_Neg	SE	-0.371	0.0329	chr10	60770849	60771194	345	chr10:60770349-60771694	chr10:60770749-60771294
P4ha3	KO_vs_Parental	SE	0.371	3.03e-06	chr7	99963814	99963877	63	chr7:99963314-99964377	chr7:99963714-99963977
Zcrb1	KO_vs_Parental	SE	-0.371	8.5e-06	chr15	93293467	93293496	29	chr15:93292967-93293996	chr15:93293367-93293596
Phf21a	KO_vs_Parental	SE	-0.371	0.00152	chr2	92016895	92016954	59	chr2:92016395-92017454	chr2:92016795-92017054
Slc18b1	KO_vs_Pos	SE	-0.371	0.0185	chr10	23686686	23686843	157	chr10:23686186-23687343	chr10:23686586-23686943
Agk	Neg_vs_Parental	SE	-0.371	5.82e-07	chr6	40331947	40332027	80	chr6:40331447-40332527	chr6:40331847-40332127
Il15	Neg_vs_Parental	SE	0.371	0.00285	chr8	83129367	83129502	135	chr8:83128867-83130002	chr8:83129267-83129602
Calcrl	Pos_vs_Parental	SE	0.371	0.00712	chr2	84237862	84237930	68	chr2:84237362-84238430	chr2:84237762-84238030
Taf15	KO_vs_Neg	SE	0.37	5.75e-07	chr11	83379750	83379871	121	chr11:83379250-83380371	chr11:83379650-83379971
Gas5	KO_vs_Pos	A5SS	0.37	0	chr1	160863777	160864149	NA	chr1:160863277-160864649	chr1:160863677-160864249
Serbp1	KO_vs_Pos	SE	-0.37	0.00216	chr6	67249140	67249216	76	chr6:67248640-67249716	chr6:67249040-67249316
Uckl1	Neg_vs_Parental	SE	-0.37	2.43e-05	chr2	181211925	181211973	48	chr2:181211425-181212473	chr2:181211825-181212073
Dennd1a	Neg_vs_Parental	SE	0.37	0.00172	chr2	38026937	38026987	50	chr2:38026437-38027487	chr2:38026837-38027087
Gm11457	Neg_vs_Parental	SE	0.37	0.0305	chr2	164604463	164604528	65	chr2:164603963-164605028	chr2:164604363-164604628
Kcnip2	Pos_vs_Neg	RI	0.37	0.00182	chr19	45784717	45785625	NA	chr19:45784217-45786125	chr19:45784617-45785725
Uckl1	Pos_vs_Neg	SE	0.37	3.76e-05	chr2	181211925	181211973	48	chr2:181211425-181212473	chr2:181211825-181212073
Zbtb20	Pos_vs_Neg	SE	-0.37	0.0312	chr16	43328521	43328685	164	chr16:43328021-43329185	chr16:43328421-43328785
Nktr	Pos_vs_Parental	RI	-0.37	2.45e-07	chr9	121556381	121558746	NA	chr9:121555881-121559246	chr9:121556281-121558846
Aida	Pos_vs_Parental	SE	0.37	0.000158	chr1	183087358	183087412	54	chr1:183086858-183087912	chr1:183087258-183087512
Jpx	KO_vs_Neg	SE	0.369	4.85e-05	chrX	102546465	102546536	71	chrX:102545965-102547036	chrX:102546365-102546636
Skp1	KO_vs_Neg	SE	-0.369	0.00698	chr11	52129077	52129177	100	chr11:52128577-52129677	chr11:52128977-52129277
Firre	KO_vs_Parental	SE	-0.369	0.0136	chrX	49695839	49695981	142	chrX:49695339-49696481	chrX:49695739-49696081
Catsperg1	KO_vs_Pos	A3SS	0.369	0.00662	chr7	28897537	28897833	NA	chr7:28897037-28898333	chr7:28897437-28897933
Sh3glb2	KO_vs_Pos	RI	0.369	0	chr2	30235710	30236465	NA	chr2:30235210-30236965	chr2:30235610-30236565
BC025920	KO_vs_Pos	SE	-0.369	0.00145	chr10	81442709	81442818	109	chr10:81442209-81443318	chr10:81442609-81442918
Cfap68	KO_vs_Pos	SE	-0.369	0.0015	chr9	50685284	50685346	62	chr9:50684784-50685846	chr9:50685184-50685446
Urgcp	KO_vs_Pos	SE	0.369	0.027	chr11	5676830	5676857	27	chr11:5676330-5677357	chr11:5676730-5676957
Scamp4	KO_vs_Pos	SE	0.369	0.0356	chr10	80444636	80444684	48	chr10:80444136-80445184	chr10:80444536-80444784
4732471J01Rik	Neg_vs_Parental	A5SS	0.369	0.00488	chr7	25096114	25096401	NA	chr7:25095614-25096901	chr7:25096014-25096501
Jpx	Neg_vs_Parental	SE	-0.369	6.36e-05	chrX	102546465	102546536	71	chrX:102545965-102547036	chrX:102546365-102546636
Fam151b	Neg_vs_Parental	SE	-0.369	0.00116	chr13	92610470	92610636	166	chr13:92609970-92611136	chr13:92610370-92610736
4732471J01Rik	Pos_vs_Parental	A5SS	0.369	0.0146	chr7	25096114	25096401	NA	chr7:25095614-25096901	chr7:25096014-25096501
Fos	Pos_vs_Parental	RI	-0.369	0.00567	chr12	85521464	85521960	NA	chr12:85520964-85522460	chr12:85521364-85522060
Gnb1l	KO_vs_Parental	SE	0.368	0.026	chr16	18359721	18359847	126	chr16:18359221-18360347	chr16:18359621-18359947
Rnf112	Neg_vs_Parental	SE	-0.368	0.000244	chr11	61344253	61344322	69	chr11:61343753-61344822	chr11:61344153-61344422
Sh3glb1	Pos_vs_Neg	SE	-0.368	0	chr3	144407568	144407607	39	chr3:144407068-144408107	chr3:144407468-144407707
AI480526	KO_vs_Neg	SE	-0.367	0.000858	chr5	123272676	123272780	104	chr5:123272176-123273280	chr5:123272576-123272880
1700112D23Rik	KO_vs_Neg	SE	0.367	0.00242	chr3	28826862	28826954	92	chr3:28826362-28827454	chr3:28826762-28827054
Bbof1	KO_vs_Parental	SE	-0.367	0.0041	chr12	84473481	84473975	494	chr12:84472981-84474475	chr12:84473381-84474075
Rps24	Pos_vs_Neg	SE	-0.367	0	chr14	24544119	24544137	18	chr14:24543619-24544637	chr14:24544019-24544237
Gemin7	Pos_vs_Neg	SE	0.367	0.00369	chr7	19305353	19305506	153	chr7:19304853-19306006	chr7:19305253-19305606
Hycc2	Pos_vs_Parental	A5SS	-0.367	5.32e-05	chr1	58604926	58605113	NA	chr1:58604426-58605613	chr1:58604826-58605213
A430035B10Rik	Pos_vs_Parental	SE	-0.367	0.000964	chr6	8490985	8491096	111	chr6:8490485-8491596	chr6:8490885-8491196
E130101E03Rik	Pos_vs_Parental	SE	0.367	0.00733	chr9	24902993	24903057	64	chr9:24902493-24903557	chr9:24902893-24903157
Slc22a17	Pos_vs_Parental	SE	-0.367	0.00762	chr14	55145717	55145823	106	chr14:55145217-55146323	chr14:55145617-55145923
Zfp644	Pos_vs_Parental	SE	-0.367	0.00787	chr5	106843508	106843565	57	chr5:106843008-106844065	chr5:106843408-106843665
Slc22a21	KO_vs_Parental	A3SS	0.366	0.0352	chr11	53851108	53851447	NA	chr11:53850608-53851947	chr11:53851008-53851547
Ccdc97	KO_vs_Pos	SE	-0.366	0.0165	chr7	25417569	25417704	135	chr7:25417069-25418204	chr7:25417469-25417804
Abraxas1	Neg_vs_Parental	SE	0.366	0.00851	chr5	100965827	100965864	37	chr5:100965327-100966364	chr5:100965727-100965964
Gm46430	Pos_vs_Neg	A3SS	-0.366	0.000941	chr13	74730309	74730433	NA	chr13:74729809-74730933	chr13:74730209-74730533
Nphs1	Pos_vs_Parental	SE	0.366	0.000631	chr7	30181401	30181495	94	chr7:30180901-30181995	chr7:30181301-30181595
Plag1	Pos_vs_Parental	SE	0.366	0.0188	chr4	3912419	3912511	92	chr4:3911919-3913011	chr4:3912319-3912611
Clcf1	KO_vs_Neg	RI	-0.365	0.00552	chr19	4270231	4273544	NA	chr19:4269731-4274044	chr19:4270131-4273644
Abraxas1	KO_vs_Neg	SE	-0.365	0.00654	chr5	100965827	100965864	37	chr5:100965327-100966364	chr5:100965727-100965964
Ltbp4	KO_vs_Neg	SE	0.365	0.00822	chr7	27023718	27023844	126	chr7:27023218-27024344	chr7:27023618-27023944
Gm26760	KO_vs_Parental	SE	-0.365	0.0316	chr15	92258919	92259050	131	chr15:92258419-92259550	chr15:92258819-92259150
Tafazzin	Neg_vs_Parental	SE	-0.365	0.000453	chrX	73332589	73332625	36	chrX:73332089-73333125	chrX:73332489-73332725
Gm16118	Pos_vs_Neg	SE	-0.365	0.00733	chr8	115426102	115426267	165	chr8:115425602-115426767	chr8:115426002-115426367
Brme1	Pos_vs_Parental	SE	-0.365	0.000141	chr8	84875466	84875514	48	chr8:84874966-84876014	chr8:84875366-84875614
Gm38708	KO_vs_Neg	SE	-0.364	0.000747	chr6	88166200	88166322	122	chr6:88165700-88166822	chr6:88166100-88166422
Kcnc3	KO_vs_Parental	A3SS	-0.364	0.00166	chr7	44247804	44247999	NA	chr7:44247304-44248499	chr7:44247704-44248099
Gon4l	KO_vs_Parental	RI	-0.364	0.0329	chr3	88805411	88806381	NA	chr3:88804911-88806881	chr3:88805311-88806481
Or51e2	KO_vs_Parental	SE	-0.364	4.04e-06	chr7	102401471	102402340	869	chr7:102400971-102402840	chr7:102401371-102402440
Ppp4r1l-ps	Neg_vs_Parental	A5SS	-0.364	0.0298	chr2	173456906	173457369	NA	chr2:173456406-173457869	chr2:173456806-173457469
Cep63	Neg_vs_Parental	SE	-0.364	0.0257	chr9	102498894	102498927	33	chr9:102498394-102499427	chr9:102498794-102499027
Def8	Pos_vs_Parental	SE	-0.364	1.16e-07	chr8	124174055	124174102	47	chr8:124173555-124174602	chr8:124173955-124174202
Mirg	Pos_vs_Parental	SE	0.364	0.00164	chr12	109715389	109715443	54	chr12:109714889-109715943	chr12:109715289-109715543
4732471J01Rik	KO_vs_Neg	A5SS	-0.363	0.00201	chr7	25096114	25096401	NA	chr7:25095614-25096901	chr7:25096014-25096501
Tulp4	KO_vs_Neg	SE	-0.363	0.000816	chr17	6172102	6172619	517	chr17:6171602-6173119	chr17:6172002-6172719
Wnk1	KO_vs_Neg	SE	-0.363	0.0155	chr6	119905083	119905110	27	chr6:119904583-119905610	chr6:119904983-119905210
A330102I10Rik	KO_vs_Parental	SE	-0.363	0.00579	chr13	29207613	29207706	93	chr13:29207113-29208206	chr13:29207513-29207806
Rsrc1	KO_vs_Parental	SE	-0.363	0.0139	chr3	66896366	66896494	128	chr3:66895866-66896994	chr3:66896266-66896594
4732471J01Rik	KO_vs_Pos	A5SS	-0.363	0.0147	chr7	25096114	25096401	NA	chr7:25095614-25096901	chr7:25096014-25096501
Firre	KO_vs_Pos	SE	0.363	0.00364	chrX	49694952	49695039	87	chrX:49694452-49695539	chrX:49694852-49695139
Chrd	Pos_vs_Parental	A3SS	-0.363	0.0291	chr16	20553611	20553719	NA	chr16:20553111-20554219	chr16:20553511-20553819
