Supplementary Table 18:,"Enrichment score (ES) of A complex formation performed under control condition (CTR).for variants in libraries T1, T2. Missing values are reported as NA. ",Unnamed: 2
EPS15L1-HsaEX6093676-intss5-HsaEX0015276,0.74,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0015478,0.62,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0016976,1.41,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0018777,0.65,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0026467,3.54,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0027672,3.7,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0032608,0.48,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0034483,0.07,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0035450,0.85,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0037213,1.04,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0038690,0.67,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0038702,0.68,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0039034,0.36,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0040386,0.95,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0043752,0.71,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0043902,1.22,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0044638,0.9,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0047035,0.75,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0048492,1.24,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0049811,0.54,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0051317,1.54,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0057701,1.29,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0058030,1.5,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0063374,0.94,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0063412,0.3,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0064198,0.79,T2
EPS15L1-HsaEX6093676-intss5-HsaEX0067208,1.66,T2
EPS15L1-HsaEX6093676-intss5-HsaEX1011407,1.8,T2
EPS15L1-HsaEX6093676-intss5-HsaEX1019114,0.97,T2
EPS15L1-HsaEX6093676-intss5-HsaEX1026556,0.41,T2
EPS15L1-HsaEX6093676-intss5-HsaEX1045708,1.24,T2
EPS15L1-HsaEX6093676-intss5-HsaEX6024969,0.23,T2
EPS15L1-HsaEX6093676-intss5-HsaEX6040016,1.59,T2
EPS15L1-HsaEX6093676-intss5-HsaEX6041122,0.47,T2
EPS15L1-HsaEX6093676-intss5-HsaEX6063998,0.28,T2
EPS15L1-HsaEX6093676-intss5-HsaEX6077184,2.35,T2
EPS15L1-HsaEX6093676-intss5-HsaEX7001225,1.54,T2
EPS15L1-HsaEX6093676-WT,1.66,T2
equus_caballus-HsaEX0000641,0.87,T2
equus_caballus-HsaEX0000641-int-hsa,0.5,T2
equus_caballus-HsaEX0000641-ss5-hsa,1,T2
equus_caballus-HsaEX0000641-TGC1mutTAC,0.91,T2
equus_caballus-HsaEX0002213,2.08,T2
equus_caballus-HsaEX0002213-TGC1mutTAC,2.22,T2
equus_caballus-HsaEX0012545,0.47,T2
equus_caballus-HsaEX0012545-int-hsa,0.55,T2
equus_caballus-HsaEX0012545-ss5-hsa,0.4,T2
equus_caballus-HsaEX0012545-TGC2mutTAC,0.5,T2
equus_caballus-HsaEX0015276,0.42,T2
equus_caballus-HsaEX0015276-int-hsa,0.45,T2
equus_caballus-HsaEX0015276-ss5-hsa,0.54,T2
equus_caballus-HsaEX0015276-TGC2mutTAC,0.38,T2
equus_caballus-HsaEX0015478,0.68,T2
equus_caballus-HsaEX0015478-full,0.52,T2
equus_caballus-HsaEX0015478-int-hsa,0.37,T2
equus_caballus-HsaEX0015478-TGC1mutTAC,0.84,T2
equus_caballus-HsaEX0016976,1.07,T2
equus_caballus-HsaEX0016976-full,0.74,T2
equus_caballus-HsaEX0016976-full-ss5-hsa,1.85,T2
equus_caballus-HsaEX0016976-int-hsa,0.63,T2
equus_caballus-HsaEX0016976-intss5-hsa,0.72,T2
equus_caballus-HsaEX0016976-ss5-hsa,0.88,T2
equus_caballus-HsaEX0016976-TGC1mutTAC,0.63,T2
equus_caballus-HsaEX0018777,0.54,T2
equus_caballus-HsaEX0018777-full,0.5,T2
equus_caballus-HsaEX0018777-full-int-hsa,0.34,T2
equus_caballus-HsaEX0018777-full-ss5-hsa,0.4,T2
equus_caballus-HsaEX0018777-int-hsa,0.49,T2
equus_caballus-HsaEX0018777-intss5-hsa,0.41,T2
equus_caballus-HsaEX0018777-ss5-hsa,0.5,T2
equus_caballus-HsaEX0018777-TGC3mutTAC,0.57,T2
equus_caballus-HsaEX0026467,1.13,T2
equus_caballus-HsaEX0026467-ss5-hsa,1.11,T2
equus_caballus-HsaEX0026467-TGC1mutTAC,1.05,T2
equus_caballus-HsaEX0032608,0.29,T2
equus_caballus-HsaEX0032608-int-hsa,0.23,T2
equus_caballus-HsaEX0032608-ss5-hsa,0.4,T2
equus_caballus-HsaEX0032608-TGC3mutTAC,0.24,T2
equus_caballus-HsaEX0035450,0.42,T2
equus_caballus-HsaEX0035450-full,0.25,T2
equus_caballus-HsaEX0035450-full-int-hsa,0.56,T2
equus_caballus-HsaEX0035450-full-ss5-hsa,0.36,T2
equus_caballus-HsaEX0035450-int-hsa,0.55,T2
equus_caballus-HsaEX0035450-intss5-hsa,0.4,T2
equus_caballus-HsaEX0035450-ss5-hsa,0.54,T2
equus_caballus-HsaEX0035450-TGC1mutTAC,0.34,T2
equus_caballus-HsaEX0037213,0.58,T2
equus_caballus-HsaEX0037213-int-hsa,0.26,T2
equus_caballus-HsaEX0037213-ss5-hsa,0.96,T2
equus_caballus-HsaEX0037213-TGC2mutTAC,0.23,T2
equus_caballus-HsaEX0038702,0.43,T2
equus_caballus-HsaEX0038702-int-hsa,0.15,T2
equus_caballus-HsaEX0038702-ss5-hsa,0.5,T2
equus_caballus-HsaEX0038702-TGC1mutTAC,0.39,T2
equus_caballus-HsaEX0039034,0.25,T2
equus_caballus-HsaEX0039034-full,0.16,T2
equus_caballus-HsaEX0039034-full-int-hsa,0.17,T2
equus_caballus-HsaEX0039034-full-ss5-hsa,0.24,T2
equus_caballus-HsaEX0039034-int-hsa,0.25,T2
equus_caballus-HsaEX0039034-intss5-hsa,0.24,T2
equus_caballus-HsaEX0039034-ss5-hsa,0.22,T2
equus_caballus-HsaEX0039034-TGC1mutTAC,0.28,T2
equus_caballus-HsaEX0040386,0.51,T2
equus_caballus-HsaEX0040386-int-hsa,0.28,T2
equus_caballus-HsaEX0040386-ss5-hsa,0.51,T2
equus_caballus-HsaEX0043752,0.27,T2
equus_caballus-HsaEX0043752-TGC1mutTAC,0.26,T2
equus_caballus-HsaEX0044638,0.62,T2
equus_caballus-HsaEX0044638-int-hsa,0.65,T2
equus_caballus-HsaEX0044638-ss5-hsa,0.62,T2
equus_caballus-HsaEX0047035,0.38,T2
equus_caballus-HsaEX0047035-full,0.3,T2
equus_caballus-HsaEX0047035-full-int-hsa,0.27,T2
equus_caballus-HsaEX0047035-full-ss5-hsa,0.53,T2
equus_caballus-HsaEX0047035-int-hsa,0.3,T2
equus_caballus-HsaEX0047035-ss5-hsa,0.71,T2
equus_caballus-HsaEX0047035-TGC1mutTAC,0.4,T2
equus_caballus-HsaEX0048492,0.45,T2
equus_caballus-HsaEX0048492-full,0.45,T2
equus_caballus-HsaEX0048492-full-int-hsa,0.57,T2
equus_caballus-HsaEX0048492-full-ss5-hsa,0.71,T2
equus_caballus-HsaEX0048492-int-hsa,0.49,T2
equus_caballus-HsaEX0048492-intss5-hsa,0.84,T2
equus_caballus-HsaEX0048492-ss5-hsa,0.74,T2
equus_caballus-HsaEX0048492-TGC1mutTAC,0.55,T2
equus_caballus-HsaEX0049811,0.23,T2
equus_caballus-HsaEX0049811-full,0.21,T2
equus_caballus-HsaEX0049811-full-int-hsa,0.16,T2
equus_caballus-HsaEX0049811-full-ss5-hsa,0.24,T2
equus_caballus-HsaEX0049811-int-hsa,0.22,T2
equus_caballus-HsaEX0049811-intss5-hsa,0.24,T2
equus_caballus-HsaEX0049811-ss5-hsa,0.26,T2
equus_caballus-HsaEX0049811-TGC1mutTAC,0.21,T2
equus_caballus-HsaEX0051317,0.16,T2
equus_caballus-HsaEX0051317-full,0.29,T2
equus_caballus-HsaEX0051317-full-int-hsa,1.44,T2
equus_caballus-HsaEX0051317-full-ss5-hsa,0.68,T2
equus_caballus-HsaEX0051317-int-hsa,0.84,T2
equus_caballus-HsaEX0051317-intss5-hsa,0.85,T2
equus_caballus-HsaEX0051317-ss5-hsa,0.38,T2
equus_caballus-HsaEX0051317-TGC3mutTAC,0.19,T2
equus_caballus-HsaEX0057701,1.87,T2
equus_caballus-HsaEX0057701-full,2.15,T2
equus_caballus-HsaEX0057701-full-int-hsa,1.79,T2
equus_caballus-HsaEX0057701-full-ss5-hsa,2.04,T2
equus_caballus-HsaEX0057701-int-hsa,0.92,T2
equus_caballus-HsaEX0057701-intss5-hsa,1.17,T2
equus_caballus-HsaEX0057701-ss5-hsa,1.87,T2
equus_caballus-HsaEX0057701-TGC1mutTAC,1.27,T2
equus_caballus-HsaEX0058030,0.46,T2
equus_caballus-HsaEX0058030-int-hsa,0.69,T2
equus_caballus-HsaEX0058030-ss5-hsa,0.25,T2
equus_caballus-HsaEX0058030-TGC2mutTAC,0.34,T2
equus_caballus-HsaEX0063412,2.14,T2
equus_caballus-HsaEX0063412-int-hsa,0.3,T2
equus_caballus-HsaEX0063412-ss5-hsa,1.4,T2
equus_caballus-HsaEX0067208,1.25,T2
equus_caballus-HsaEX0067208-int-hsa,1.04,T2
equus_caballus-HsaEX0067208-ss5-hsa,0.8,T2
equus_caballus-HsaEX0067208-TGC1mutTAC,0.8,T2
equus_caballus-HsaEX1019114,0.17,T2
equus_caballus-HsaEX1019114-TGC2mutTAC,0.23,T2
erinaceus_europaeus-HsaEX0000641,0.48,T2
erinaceus_europaeus-HsaEX0000641-int-hsa,0.28,T2
erinaceus_europaeus-HsaEX0000641-ss5-hsa,0.62,T2
erinaceus_europaeus-HsaEX0000641-TGC1mutTAC,0.53,T2
erinaceus_europaeus-HsaEX0002213,2.47,T2
erinaceus_europaeus-HsaEX0002213-int-hsa,1.9,T2
erinaceus_europaeus-HsaEX0002213-ss5-hsa,1.87,T2
erinaceus_europaeus-HsaEX0002213-TGC1mutTAC,2.13,T2
erinaceus_europaeus-HsaEX0012545,0.47,T2
erinaceus_europaeus-HsaEX0012545-ss5-hsa,0.55,T2
erinaceus_europaeus-HsaEX0012545-TGC2mutTAC,0.68,T2
erinaceus_europaeus-HsaEX0015276,0.53,T2
erinaceus_europaeus-HsaEX0015276-full,0.46,T2
erinaceus_europaeus-HsaEX0015276-full-int-hsa,0.62,T2
erinaceus_europaeus-HsaEX0015276-full-ss5-hsa,0.28,T2
erinaceus_europaeus-HsaEX0015276-int-hsa,0.39,T2
erinaceus_europaeus-HsaEX0015276-ss5-hsa,0.25,T2
erinaceus_europaeus-HsaEX0015276-TGC2mutTAC,0.41,T2
erinaceus_europaeus-HsaEX0015478,0.63,T2
erinaceus_europaeus-HsaEX0015478-full,0.78,T2
erinaceus_europaeus-HsaEX0015478-full-int-hsa,0.46,T2
erinaceus_europaeus-HsaEX0015478-full-ss5-hsa,0.71,T2
erinaceus_europaeus-HsaEX0015478-int-hsa,0.41,T2
erinaceus_europaeus-HsaEX0015478-ss5-hsa,0.76,T2
erinaceus_europaeus-HsaEX0015478-TGC1mutTAC,0.64,T2
erinaceus_europaeus-HsaEX0016976,1.25,T2
erinaceus_europaeus-HsaEX0016976-int-hsa,0.77,T2
erinaceus_europaeus-HsaEX0016976-ss5-hsa,0.86,T2
erinaceus_europaeus-HsaEX0016976-TGC1mutTAC,0.8,T2
erinaceus_europaeus-HsaEX0018777,0.74,T2
erinaceus_europaeus-HsaEX0018777-full,0.5,T2
erinaceus_europaeus-HsaEX0018777-full-ss5-hsa,0.49,T2
erinaceus_europaeus-HsaEX0018777-ss5-hsa,0.48,T2
erinaceus_europaeus-HsaEX0018777-TGC3mutTAC,0.61,T2
erinaceus_europaeus-HsaEX0026467,0.29,T2
erinaceus_europaeus-HsaEX0026467-int-hsa,0.31,T2
erinaceus_europaeus-HsaEX0026467-ss5-hsa,1.56,T2
erinaceus_europaeus-HsaEX0026467-TGC1mutTAC,0.34,T2
erinaceus_europaeus-HsaEX0032608,0.22,T2
erinaceus_europaeus-HsaEX0032608-int-hsa,0.17,T2
erinaceus_europaeus-HsaEX0032608-ss5-hsa,0.23,T2
erinaceus_europaeus-HsaEX0032608-TGC2mutTAC,0.12,T2
erinaceus_europaeus-HsaEX0034483,0.06,T2
erinaceus_europaeus-HsaEX0034483-full,0.05,T2
erinaceus_europaeus-HsaEX0034483-full-int-hsa,0.1,T2
erinaceus_europaeus-HsaEX0034483-full-ss5-hsa,0.05,T2
erinaceus_europaeus-HsaEX0034483-int-hsa,0.11,T2
erinaceus_europaeus-HsaEX0034483-intss5-hsa,0.05,T2
erinaceus_europaeus-HsaEX0034483-ss5-hsa,0.05,T2
erinaceus_europaeus-HsaEX0034483-TGC3mutTAC,0.05,T2
erinaceus_europaeus-HsaEX0037213,0.14,T2
erinaceus_europaeus-HsaEX0037213-int-hsa,0.18,T2
erinaceus_europaeus-HsaEX0037213-ss5-hsa,0.63,T2
erinaceus_europaeus-HsaEX0037213-TGC4mutTAC,0.03,T2
erinaceus_europaeus-HsaEX0038702,0.53,T2
erinaceus_europaeus-HsaEX0038702-full,0.56,T2
erinaceus_europaeus-HsaEX0038702-full-int-hsa,0.3,T2
erinaceus_europaeus-HsaEX0038702-full-ss5-hsa,0.29,T2
erinaceus_europaeus-HsaEX0038702-int-hsa,0.44,T2
erinaceus_europaeus-HsaEX0038702-intss5-hsa,0.29,T2
erinaceus_europaeus-HsaEX0038702-ss5-hsa,0.42,T2
erinaceus_europaeus-HsaEX0038702-TGC1mutTAC,0.43,T2
erinaceus_europaeus-HsaEX0039034,0.23,T2
erinaceus_europaeus-HsaEX0039034-full,0.26,T2
erinaceus_europaeus-HsaEX0039034-full-int-hsa,0.51,T2
erinaceus_europaeus-HsaEX0039034-full-ss5-hsa,0.09,T2
erinaceus_europaeus-HsaEX0039034-int-hsa,0.52,T2
erinaceus_europaeus-HsaEX0039034-intss5-hsa,0.18,T2
erinaceus_europaeus-HsaEX0039034-ss5-hsa,0.1,T2
erinaceus_europaeus-HsaEX0043752,0.25,T2
erinaceus_europaeus-HsaEX0043752-int-hsa,0.32,T2
erinaceus_europaeus-HsaEX0043752-TGC1mutTAC,0.26,T2
erinaceus_europaeus-HsaEX0044638,0.8,T2
erinaceus_europaeus-HsaEX0044638-ss5-hsa,0.8,T2
erinaceus_europaeus-HsaEX0049811,0.28,T2
erinaceus_europaeus-HsaEX0049811-full,0.32,T2
erinaceus_europaeus-HsaEX0049811-full-int-hsa,0.32,T2
erinaceus_europaeus-HsaEX0049811-full-ss5-hsa,0.2,T2
erinaceus_europaeus-HsaEX0049811-int-hsa,0.28,T2
erinaceus_europaeus-HsaEX0049811-intss5-hsa,0.17,T2
erinaceus_europaeus-HsaEX0049811-ss5-hsa,0.24,T2
erinaceus_europaeus-HsaEX0049811-TGC1mutTAC,0.25,T2
erinaceus_europaeus-HsaEX0051317,1.13,T2
erinaceus_europaeus-HsaEX0051317-int-hsa,2.07,T2
erinaceus_europaeus-HsaEX0051317-ss5-hsa,0.55,T2
erinaceus_europaeus-HsaEX0051317-TGC3mutTAC,0.89,T2
erinaceus_europaeus-HsaEX0058030,0.65,T2
erinaceus_europaeus-HsaEX0058030-ss5-hsa,0.56,T2
erinaceus_europaeus-HsaEX0058030-TGC1mutTAC,0.63,T2
erinaceus_europaeus-HsaEX0063412,0.24,T2
erinaceus_europaeus-HsaEX0063412-int-hsa,0.26,T2
erinaceus_europaeus-HsaEX0063412-ss5-hsa,0.17,T2
erinaceus_europaeus-HsaEX0063412-TGC2mutTAC,0.18,T2
erinaceus_europaeus-HsaEX0067208,0.73,T2
erinaceus_europaeus-HsaEX0067208-int-hsa,0.61,T2
erinaceus_europaeus-HsaEX0067208-ss5-hsa,0.66,T2
erinaceus_europaeus-HsaEX0067208-TGC1mutTAC,0.48,T2
erinaceus_europaeus-HsaEX1019114,0.08,T2
erinaceus_europaeus-HsaEX1019114-TGC2mutTAC,0.17,T2
EXOC7-HsaEX6024969-int-HsaEX0000641,1.48,T2
EXOC7-HsaEX6024969-int-HsaEX0002213,1.07,T2
EXOC7-HsaEX6024969-int-HsaEX0012545,1.06,T2
EXOC7-HsaEX6024969-int-HsaEX0015276,0.56,T2
EXOC7-HsaEX6024969-int-HsaEX0015478,1.23,T2
EXOC7-HsaEX6024969-int-HsaEX0016976,0.62,T2
EXOC7-HsaEX6024969-int-HsaEX0018777,0.51,T2
EXOC7-HsaEX6024969-int-HsaEX0026467,2.35,T2
EXOC7-HsaEX6024969-int-HsaEX0027672,2.6,T2
EXOC7-HsaEX6024969-int-HsaEX0032608,0.95,T2
EXOC7-HsaEX6024969-int-HsaEX0034483,0.32,T2
EXOC7-HsaEX6024969-int-HsaEX0035450,1.19,T2
EXOC7-HsaEX6024969-int-HsaEX0037213,1.52,T2
EXOC7-HsaEX6024969-int-HsaEX0038690,0.79,T2
EXOC7-HsaEX6024969-int-HsaEX0038702,0.67,T2
EXOC7-HsaEX6024969-int-HsaEX0039034,0.68,T2
EXOC7-HsaEX6024969-int-HsaEX0040386,1.14,T2
EXOC7-HsaEX6024969-int-HsaEX0043752,1.23,T2
EXOC7-HsaEX6024969-int-HsaEX0043902,1.73,T2
EXOC7-HsaEX6024969-int-HsaEX0044638,1.05,T2
EXOC7-HsaEX6024969-int-HsaEX0047035,0.57,T2
EXOC7-HsaEX6024969-int-HsaEX0048492,1.28,T2
EXOC7-HsaEX6024969-int-HsaEX0049811,1.09,T2
EXOC7-HsaEX6024969-int-HsaEX0051317,1.66,T2
EXOC7-HsaEX6024969-int-HsaEX0057701,1.16,T2
EXOC7-HsaEX6024969-int-HsaEX0058030,1.23,T2
EXOC7-HsaEX6024969-int-HsaEX0063374,0.88,T2
EXOC7-HsaEX6024969-int-HsaEX0063412,1.06,T2
EXOC7-HsaEX6024969-int-HsaEX0064198,0.95,T2
EXOC7-HsaEX6024969-int-HsaEX0067208,1.49,T2
EXOC7-HsaEX6024969-int-HsaEX1011407,1.3,T2
EXOC7-HsaEX6024969-int-HsaEX1019114,0.54,T2
EXOC7-HsaEX6024969-int-HsaEX1026556,0.55,T2
EXOC7-HsaEX6024969-int-HsaEX1045708,0.73,T2
EXOC7-HsaEX6024969-int-HsaEX6040016,1.1,T2
EXOC7-HsaEX6024969-int-HsaEX6041122,2.31,T2
EXOC7-HsaEX6024969-int-HsaEX6063998,0.15,T2
EXOC7-HsaEX6024969-int-HsaEX6077184,1.82,T2
EXOC7-HsaEX6024969-int-HsaEX6093676,1.48,T2
EXOC7-HsaEX6024969-int-HsaEX7001225,1.64,T2
EXOC7-HsaEX6024969-intss5-HsaEX0000641,2.12,T2
EXOC7-HsaEX6024969-intss5-HsaEX0002213,2.39,T2
EXOC7-HsaEX6024969-intss5-HsaEX0012545,1.14,T2
EXOC7-HsaEX6024969-intss5-HsaEX0015276,0.33,T2
EXOC7-HsaEX6024969-intss5-HsaEX0015478,1.43,T2
EXOC7-HsaEX6024969-intss5-HsaEX0016976,0.96,T2
EXOC7-HsaEX6024969-intss5-HsaEX0018777,1.49,T2
EXOC7-HsaEX6024969-intss5-HsaEX0026467,3.57,T2
EXOC7-HsaEX6024969-intss5-HsaEX0027672,4.38,T2
EXOC7-HsaEX6024969-intss5-HsaEX0032608,0.79,T2
EXOC7-HsaEX6024969-intss5-HsaEX0034483,0.07,T2
EXOC7-HsaEX6024969-intss5-HsaEX0035450,1.44,T2
EXOC7-HsaEX6024969-intss5-HsaEX0037213,1.94,T2
EXOC7-HsaEX6024969-intss5-HsaEX0038690,0.91,T2
EXOC7-HsaEX6024969-intss5-HsaEX0038702,0.88,T2
EXOC7-HsaEX6024969-intss5-HsaEX0039034,0.45,T2
EXOC7-HsaEX6024969-intss5-HsaEX0040386,0.99,T2
EXOC7-HsaEX6024969-intss5-HsaEX0043752,0.39,T2
EXOC7-HsaEX6024969-intss5-HsaEX0043902,2.08,T2
EXOC7-HsaEX6024969-intss5-HsaEX0044638,0.92,T2
EXOC7-HsaEX6024969-intss5-HsaEX0047035,0.89,T2
EXOC7-HsaEX6024969-intss5-HsaEX0048492,1.65,T2
EXOC7-HsaEX6024969-intss5-HsaEX0049811,1.35,T2
EXOC7-HsaEX6024969-intss5-HsaEX0051317,2.28,T2
EXOC7-HsaEX6024969-intss5-HsaEX0057701,1.66,T2
EXOC7-HsaEX6024969-intss5-HsaEX0058030,2.96,T2
EXOC7-HsaEX6024969-intss5-HsaEX0063374,1.43,T2
EXOC7-HsaEX6024969-intss5-HsaEX0063412,0.78,T2
EXOC7-HsaEX6024969-intss5-HsaEX0064198,1.51,T2
EXOC7-HsaEX6024969-intss5-HsaEX0067208,2.46,T2
EXOC7-HsaEX6024969-intss5-HsaEX1011407,2.65,T2
EXOC7-HsaEX6024969-intss5-HsaEX1019114,1.04,T2
EXOC7-HsaEX6024969-intss5-HsaEX1026556,0.62,T2
EXOC7-HsaEX6024969-intss5-HsaEX1045708,0.94,T2
EXOC7-HsaEX6024969-intss5-HsaEX6040016,1.78,T2
EXOC7-HsaEX6024969-intss5-HsaEX6041122,1.23,T2
EXOC7-HsaEX6024969-intss5-HsaEX6063998,0.23,T2
EXOC7-HsaEX6024969-intss5-HsaEX6077184,2.21,T2
EXOC7-HsaEX6024969-intss5-HsaEX6093676,1.52,T2
EXOC7-HsaEX6024969-intss5-HsaEX7001225,1.85,T2
EXOC7-HsaEX6024969-WT,0.23,T2
felis_catus-HsaEX0000641,1.17,T2
felis_catus-HsaEX0000641-ss5-hsa,1.11,T2
felis_catus-HsaEX0000641-TGC1mutTAC,1.21,T2
felis_catus-HsaEX0002213,2.11,T2
felis_catus-HsaEX0002213-TGC1mutTAC,2.32,T2
felis_catus-HsaEX0012545,0.42,T2
felis_catus-HsaEX0012545-ss5-hsa,0.51,T2
felis_catus-HsaEX0012545-TGC2mutTAC,0.46,T2
felis_catus-HsaEX0015478,0.44,T2
felis_catus-HsaEX0015478-full,0.37,T2
felis_catus-HsaEX0015478-full-int-hsa,0.25,T2
felis_catus-HsaEX0015478-full-ss5-hsa,0.4,T2
felis_catus-HsaEX0015478-int-hsa,0.24,T2
felis_catus-HsaEX0015478-ss5-hsa,0.76,T2
felis_catus-HsaEX0015478-TGC1mutTAC,0.45,T2
felis_catus-HsaEX0016976,0.86,T2
felis_catus-HsaEX0016976-ss5-hsa,0.82,T2
felis_catus-HsaEX0016976-TGC1mutTAC,0.93,T2
felis_catus-HsaEX0018777,0.66,T2
felis_catus-HsaEX0018777-full,0.59,T2
felis_catus-HsaEX0018777-full-ss5-hsa,0.55,T2
felis_catus-HsaEX0018777-int-hsa,0.47,T2
felis_catus-HsaEX0018777-ss5-hsa,0.59,T2
felis_catus-HsaEX0018777-TGC3mutTAC,0.81,T2
felis_catus-HsaEX0026467,1.68,T2
felis_catus-HsaEX0026467-full,1.14,T2
felis_catus-HsaEX0026467-full-ss5-hsa,1.3,T2
felis_catus-HsaEX0026467-ss5-hsa,1.57,T2
felis_catus-HsaEX0026467-TGC1mutTAC,1.5,T2
felis_catus-HsaEX0032608,0.39,T2
felis_catus-HsaEX0032608-int-hsa,0.3,T2
felis_catus-HsaEX0032608-ss5-hsa,0.52,T2
felis_catus-HsaEX0032608-TGC2mutTAC,0.29,T2
felis_catus-HsaEX0034483,0.08,T2
felis_catus-HsaEX0034483-full,0.08,T2
felis_catus-HsaEX0034483-full-int-hsa,0.06,T2
felis_catus-HsaEX0034483-full-ss5-hsa,0.05,T2
felis_catus-HsaEX0034483-int-hsa,0.11,T2
felis_catus-HsaEX0034483-ss5-hsa,0.03,T2
felis_catus-HsaEX0034483-TGC4mutTAC,0.03,T2
felis_catus-HsaEX0035450,0.36,T2
felis_catus-HsaEX0035450-int-hsa,0.22,T2
felis_catus-HsaEX0035450-ss5-hsa,0.55,T2
felis_catus-HsaEX0035450-TGC1mutTAC,0.38,T2
felis_catus-HsaEX0037213,0.12,T2
felis_catus-HsaEX0037213-int-hsa,0.18,T2
felis_catus-HsaEX0037213-ss5-hsa,0.41,T2
felis_catus-HsaEX0037213-TGC3mutTAC,0.04,T2
felis_catus-HsaEX0038702,1.08,T2
felis_catus-HsaEX0038702-full,0.96,T2
felis_catus-HsaEX0038702-full-int-hsa,0.52,T2
felis_catus-HsaEX0038702-full-ss5-hsa,0.33,T2
felis_catus-HsaEX0038702-int-hsa,0.83,T2
felis_catus-HsaEX0038702-intss5-hsa,0.21,T2
felis_catus-HsaEX0038702-ss5-hsa,0.27,T2
felis_catus-HsaEX0038702-TGC1mutTAC,0.65,T2
felis_catus-HsaEX0039034,0.35,T2
felis_catus-HsaEX0039034-full,0.38,T2
felis_catus-HsaEX0039034-full-int-hsa,0.3,T2
felis_catus-HsaEX0039034-full-ss5-hsa,0.26,T2
felis_catus-HsaEX0039034-int-hsa,0.34,T2
felis_catus-HsaEX0039034-ss5-hsa,0.3,T2
felis_catus-HsaEX0039034-TGC1mutTAC,0.24,T2
felis_catus-HsaEX0040386,0.08,T2
felis_catus-HsaEX0040386-int-hsa,0.35,T2
felis_catus-HsaEX0040386-ss5-hsa,0.25,T2
felis_catus-HsaEX0040386-TGC1mutTAC,0.11,T2
felis_catus-HsaEX0044638,0.94,T2
felis_catus-HsaEX0044638-int-hsa,0.71,T2
felis_catus-HsaEX0044638-ss5-hsa,0.85,T2
felis_catus-HsaEX0047035,0.91,T2
felis_catus-HsaEX0047035-ss5-hsa,0.76,T2
felis_catus-HsaEX0047035-TGC2mutTAC,0.86,T2
felis_catus-HsaEX0049811,0.24,T2
felis_catus-HsaEX0049811-int-hsa,0.2,T2
felis_catus-HsaEX0049811-ss5-hsa,0.18,T2
felis_catus-HsaEX0049811-TGC1mutTAC,0.13,T2
felis_catus-HsaEX0051317,0.94,T2
felis_catus-HsaEX0051317-ss5-hsa,0.98,T2
felis_catus-HsaEX0051317-TGC3mutTAC,0.57,T2
felis_catus-HsaEX0058030,1.34,T2
felis_catus-HsaEX0058030-ss5-hsa,0.75,T2
felis_catus-HsaEX0058030-TGC1mutTAC,1.4,T2
felis_catus-HsaEX0063412,1.76,T2
felis_catus-HsaEX0063412-int-hsa,0.27,T2
felis_catus-HsaEX0063412-ss5-hsa,1.45,T2
felis_catus-HsaEX0067208,0.58,T2
felis_catus-HsaEX0067208-TGC1mutTAC,0.58,T2
felis_catus-HsaEX1011407,0.09,T2
felis_catus-HsaEX1011407-full,0.18,T2
felis_catus-HsaEX1011407-full-int-hsa,0.6,T2
felis_catus-HsaEX1011407-full-ss5-hsa,0.08,T2
felis_catus-HsaEX1011407-int-hsa,0.43,T2
felis_catus-HsaEX1011407-ss5-hsa,0.04,T2
felis_catus-HsaEX1011407-TGC1mutTAC,0.1,T2
FRYL-HsaEX0026467-int-HsaEX0000641,0.99,T2
FRYL-HsaEX0026467-int-HsaEX0002213,1.22,T2
FRYL-HsaEX0026467-int-HsaEX0012545,0.27,T2
FRYL-HsaEX0026467-int-HsaEX0015276,0.59,T2
FRYL-HsaEX0026467-int-HsaEX0015478,0.52,T2
FRYL-HsaEX0026467-int-HsaEX0016976,0.68,T2
FRYL-HsaEX0026467-int-HsaEX0018777,0.37,T2
FRYL-HsaEX0026467-int-HsaEX0027672,2.99,T2
