"event_key","event_type","GeneID","geneSymbol","chr","strand","exon_start","exon_end","exon_length","size_category","dPSI","FDR"
"chr14:103419789:103419930:103422267:103422384:103412426:103423019:MXE","MXE","ENSMUSG00000033004","Mycbp2","chr14","-",103419789,103419930,141,"Regular (>50bp)",0.106,0.0238936307337321
"chr11:94403053:94403603:94403169:94403416:RI","RI","ENSMUSG00000039110","Mycbpap","chr11","-",94403053,94403603,550,"Regular (>50bp)",-0.182,0.0001006505010544
"chr2:124952399:124952591:124950939:124955768:SE","SE","ENSMUSG00000027201","Myef2","chr2","-",124952399,124952591,192,"Regular (>50bp)",-0.119,2.52622294295534e-10
"chr2:155459781:155459845:155459660:155460653:SE","SE","ENSMUSG00000074652","Myh7b","chr2","+",155459781,155459845,64,"Regular (>50bp)",0.16,0.0162912594168694
"chr11:77706681:77706717:77669140:77708444:SE","SE","ENSMUSG00000000631","Myo18a","chr11","+",77706681,77706717,36,"Small (30-50bp)",0.169,0.000733043013247745
"chr11:77706681:77706825:77669140:77708444:SE","SE","ENSMUSG00000000631","Myo18a","chr11","+",77706681,77706825,144,"Regular (>50bp)",0.185,7.64290750052284e-07
"chr11:84788184:84788289:84788037:84788374:SE","SE","ENSMUSG00000020527","Myo19","chr11","+",84788184,84788289,105,"Regular (>50bp)",-0.162,1.50386396388747e-05
"chr5:114494923:114495074:114494923:114495050:114495979:114496139:A5SS","A5SS","ENSMUSG00000066952","Myo1h","chr5","+",114494923,114495074,151,"Regular (>50bp)",-0.359,0.0128831925408871
"chr12:29876864:29877836:29876864:29877830:29882286:29882421:A5SS","A5SS","ENSMUSG00000061911","Myt1l","chr12","+",29876864,29877836,972,"Regular (>50bp)",-0.116,0.0304639655951199
"chr11:51540975:51541181:51538989:51541504:SE","SE","ENSMUSG00000001053","N4bp3","chr11","-",51540975,51541181,206,"Regular (>50bp)",0.176,0.0167201831173847
"chr15:82220970:82221142:82220221:82221587:SE","SE","ENSMUSG00000022453","Naga","chr15","-",82220970,82221142,172,"Regular (>50bp)",-0.102,0.00049839050576834
"chr15:75763811:75763896:75763713:75764190:SE","SE","ENSMUSG00000022574","Naprt","chr15","-",75763811,75763896,85,"Regular (>50bp)",-0.293,0.000828688010449298
"chr4:116467599:116468574:116462960:116469168:SE","SE","ENSMUSG00000028693","Nasp","chr4","-",116467599,116468574,975,"Regular (>50bp)",-0.253,3.41834668679268e-13
"chr3:55901468:55901477:55899935:55907907:SE","SE","ENSMUSG00000027799","Nbea","chr3","-",55901468,55901477,9,"Microexon (0-30bp)",0.201,1.83302648422216e-13
"chr15:103381943:103382285:103382025:103382226:RI","RI","ENSMUSG00000022488","Nckap1l","chr15","+",103381943,103382285,342,"Regular (>50bp)",-0.155,8.99666148170899e-06
"chr11:62263901:62264400:62263901:62264280:62267460:62267587:A3SS","A3SS","ENSMUSG00000018501","Ncor1","chr11","-",62263901,62264400,499,"Regular (>50bp)",-0.106,0.0399311448088362
"chr5:125097023:125097110:125096054:125100564:SE","SE","ENSMUSG00000029478","Ncor2","chr5","-",125097023,125097110,87,"Regular (>50bp)",-0.145,0.000460919086951993
"chr2:156771851:156771890:156770801:156773135:SE","SE","ENSMUSG00000027634","Ndrg3","chr2","-",156771851,156771890,39,"Small (30-50bp)",0.113,7.3015169289544e-05
"chr11:78061438:78062124:78061620:78061698:RI","RI","ENSMUSG00000017405","Nek8","chr11","-",78061438,78062124,686,"Regular (>50bp)",0.107,0.00288032403013447
"chr3:87882727:87887758:87883887:87884019:RI","RI","ENSMUSG00000004891","Nes","chr3","+",87882727,87887758,5031,"Regular (>50bp)",-0.105,0.0380907185024513
"chr11:4730577:4730622:4718273:4732186:SE","SE","ENSMUSG00000009073","Nf2","chr11","-",4730577,4730622,45,"Small (30-50bp)",0.174,1.62465065210454e-10
"chr8:108064926:108064988:108051396:108065440:SE","SE","ENSMUSG00000003847","Nfat5","chr8","+",108064926,108064988,62,"Regular (>50bp)",0.165,0.00319255376954588
"chr4:97969961:97970053:97953683:97999454:SE","SE","ENSMUSG00000028565","Nfia","chr4","+",97969961,97970053,92,"Regular (>50bp)",0.238,0.000552253548699556
"chr4:41015202:41016150:41015433:41016076:RI","RI","ENSMUSG00000028423","Nfx1","chr4","+",41015202,41016150,948,"Regular (>50bp)",-0.126,0.0014392769132766
"chr3:53369052:53369200:53366106:53369732:SE","SE","ENSMUSG00000042997","Nhlrc3","chr3","-",53369052,53369200,148,"Regular (>50bp)",-0.174,0.00150083989069159
"chr12:70069054:70069115:70067805:70072153:SE","SE","ENSMUSG00000021068","Nin","chr12","-",70069054,70069115,61,"Regular (>50bp)",0.325,0.00324169310056829
"chr12:70069054:70069115:70067805:70072180:SE","SE","ENSMUSG00000021068","Nin","chr12","-",70069054,70069115,61,"Regular (>50bp)",0.263,0.0102616576979792
"chr4:135182183:135182215:135179883:135191096:SE","SE","ENSMUSG00000028803","Nipal3","chr4","-",135182183,135182215,32,"Small (30-50bp)",0.158,4.5723219909902e-06
"chr9:121556381:121558746:121556456:121558701:RI","RI","ENSMUSG00000032525","Nktr","chr9","+",121556381,121558746,2365,"Regular (>50bp)",-0.179,0.000195011690381948
"chr9:121567453:121569141:121567453:121567481:121570187:121570217:A5SS","A5SS","ENSMUSG00000032525","Nktr","chr9","+",121567453,121569141,1688,"Regular (>50bp)",-0.163,0.0164945782200807
"chr13:65335254:65335422:65332947:65338038:SE","SE","ENSMUSG00000032999","Nlrp4f","chr13","-",65335254,65335422,168,"Regular (>50bp)",0.254,2.14332252434951e-06
"chr2:51862599:51862639:51850672:51862920:SE","SE","ENSMUSG00000026946","Nmi","chr2","-",51862599,51862639,40,"Small (30-50bp)",0.198,0.0123671811189928
"chr2:153262451:153262729:153262469:153262729:153259879:153260065:A5SS","A5SS","ENSMUSG00000061411","Nol4l","chr2","-",153262451,153262729,278,"Regular (>50bp)",0.133,0.0204187046445983
"chr1:59731710:59731887:59731770:59731887:59731495:59731548:A3SS","A3SS","ENSMUSG00000026020","Nop58","chr1","+",59731710,59731887,177,"Regular (>50bp)",-0.126,0.00333198088098139
"chr17:24918517:24918989:24918631:24918871:RI","RI","ENSMUSG00000019320","Noxo1","chr17","+",24918517,24918989,472,"Regular (>50bp)",0.108,0.0282074062023449
"chr7:30181889:30182005:30177784:30186009:SE","SE","ENSMUSG00000006649","Nphs1","chr7","+",30181889,30182005,116,"Regular (>50bp)",-0.291,0.000682847500035188
"chr2:57002962:57003301:57002962:57003084:57004729:57005050:A3SS","A3SS","ENSMUSG00000026826","Nr4a2","chr2","-",57002962,57003301,339,"Regular (>50bp)",-0.16,0.0049712271573738
"chr5:31403665:31403689:31403189:31404685:SE","SE","ENSMUSG00000029148","Nrbp1","chr5","+",31403665,31403689,24,"Microexon (0-30bp)",0.114,1.54455389076641e-06
"chr15:75962094:75962391:75962135:75962301:RI","RI","ENSMUSG00000075590","Nrbp2","chr15","-",75962094,75962391,297,"Regular (>50bp)",-0.176,0.00884626240871949
"chr8:32321232:32321256:32323180:32323258:32316383:32327697:MXE","MXE","ENSMUSG00000062991","Nrg1","chr8","-",32321232,32321256,24,"Microexon (0-30bp)",-0.149,1.79724354088349e-05
"chr8:32323180:32323258:32316383:32327697:SE","SE","ENSMUSG00000062991","Nrg1","chr8","-",32323180,32323258,78,"Regular (>50bp)",-0.3,0.0134282560045105
"chr8:32323180:32323258:32321256:32327697:SE","SE","ENSMUSG00000062991","Nrg1","chr8","-",32323180,32323258,78,"Regular (>50bp)",-0.145,0.000713889802759613
"chr9:55133899:55134038:55133899:55134000:55135136:55135222:A3SS","A3SS","ENSMUSG00000032311","Nrg4","chr9","-",55133899,55134038,139,"Regular (>50bp)",-0.341,0.000813848491480703
"chr19:6581297:6582308:6581873:6582308:6569278:6569357:A3SS","A3SS","ENSMUSG00000033768","Nrxn2","chr19","+",6581297,6582308,1011,"Regular (>50bp)",-0.118,2.82052159405981e-13
"chr12:88817048:88817078:88799340:89153791:SE","SE","ENSMUSG00000066392","Nrxn3","chr12","+",88817048,88817078,30,"Microexon (0-30bp)",-0.277,0.00398410740864226
"chr2:24947976:24947982:24948264:24948333:24947188:24949032:MXE","MXE","ENSMUSG00000006476","Nsmf","chr2","+",24947976,24947982,6,"Microexon (0-30bp)",0.141,0.0275405228459169
"chr2:24948264:24948333:24947982:24949032:SE","SE","ENSMUSG00000006476","Nsmf","chr2","+",24948264,24948333,69,"Regular (>50bp)",-0.121,0.000888691268343264
"chr5:135403780:135403959:135403780:135403919:135404128:135404339:A5SS","A5SS","ENSMUSG00000000916","Nsun5","chr5","+",135403780,135403959,179,"Regular (>50bp)",0.118,7.11646214786792e-06
"chr5:66421351:66421410:66418587:66421833:SE","SE","ENSMUSG00000029206","Nsun7","chr5","+",66421351,66421410,59,"Regular (>50bp)",-0.508,5.92624440563156e-07
"chr6:56900051:56900097:56890879:56900656:SE","SE","ENSMUSG00000029780","Nt5c3","chr6","-",56900051,56900097,46,"Small (30-50bp)",0.166,0.00952418497967253
"chr10:34274109:34274194:34274109:34274191:34275733:34275813:A3SS","A3SS","ENSMUSG00000039480","Nt5dc1","chr10","-",34274109,34274194,85,"Regular (>50bp)",0.126,0.00702042680867931
"chr7:45340470:45340659:45336249:45340835:SE","SE","ENSMUSG00000070564","Ntn5","chr7","+",45340470,45340659,189,"Regular (>50bp)",-0.35,1.79772112908203e-05
"chr2:29088825:29088927:29087161:29094909:SE","SE","ENSMUSG00000035513","Ntng2","chr2","-",29088825,29088927,102,"Regular (>50bp)",0.184,0.000214611740627023
"chr7:77954039:77954174:77910162:78005774:SE","SE","ENSMUSG00000059146","Ntrk3","chr7","-",77954039,77954174,135,"Regular (>50bp)",0.143,0.00287668939338054
"chr5:140318149:140318228:140317710:140320209:SE","SE","ENSMUSG00000036639","Nudt1","chr5","+",140318149,140318228,79,"Regular (>50bp)",0.122,0.0206178233682496
"chr14:20345155:20345334:20344860:20354020:SE","SE","ENSMUSG00000021809","Nudt13","chr14","+",20345155,20345334,179,"Regular (>50bp)",-0.134,0.0201058170975216
"chr14:20356299:20357867:20356434:20357760:RI","RI","ENSMUSG00000021809","Nudt13","chr14","+",20356299,20357867,1568,"Regular (>50bp)",-0.16,0.0136679814968435
"chr11:77579112:77579157:77578637:77582367:SE","SE","ENSMUSG00000037857","Nufip2","chr11","+",77579112,77579157,45,"Small (30-50bp)",0.315,0.0120976829385297
"chr2:80454669:80454704:80451584:80472968:SE","SE","ENSMUSG00000026999","Nup35","chr2","+",80454669,80454704,35,"Small (30-50bp)",-0.356,0.00538143232175667
"chr9:48144510:48144582:48073557:48272726:SE","SE","ENSMUSG00000044229","Nxpe4","chr9","+",48144510,48144582,72,"Regular (>50bp)",0.138,0.00115534978083547
"chr9:48144510:48144582:48073557:48287172:SE","SE","ENSMUSG00000044229","Nxpe4","chr9","+",48144510,48144582,72,"Regular (>50bp)",0.182,0.000314714118745779
"chr9:48266286:48266387:48073557:48272726:SE","SE","ENSMUSG00000044229","Nxpe4","chr9","+",48266286,48266387,101,"Regular (>50bp)",0.198,0.0021130485337231
"chr9:48266286:48266387:48073557:48287172:SE","SE","ENSMUSG00000044229","Nxpe4","chr9","+",48266286,48266387,101,"Regular (>50bp)",0.161,0.000567537824004322
"chr11:58952249:58952513:58951933:58952856:SE","SE","ENSMUSG00000061462","Obscn","chr11","-",58952249,58952513,264,"Regular (>50bp)",0.356,0.00758220917511042
"chr5:73451308:73451353:73450319:73452268:SE","SE","ENSMUSG00000029152","Ociad1","chr5","+",73451308,73451353,45,"Small (30-50bp)",-0.116,0.00523039684034936
"chr3:144832783:144832912:144831986:144833591:SE","SE","ENSMUSG00000028256","Odf2l","chr3","+",144832783,144832912,129,"Regular (>50bp)",0.141,1.59770158945174e-05
"chr2:181357482:181357739:181357482:181357724:181359747:181359886:A5SS","A5SS","ENSMUSG00000027584","Oprl1","chr2","+",181357482,181357739,257,"Regular (>50bp)",-0.118,0.0211496733651469
"chr2:5059350:5059527:5051010:5068717:SE","SE","ENSMUSG00000026672","Optn","chr2","-",5059350,5059527,177,"Regular (>50bp)",-0.105,0.00536884011485398
"chr2:5067669:5067798:5051010:5068717:SE","SE","ENSMUSG00000026672","Optn","chr2","-",5067669,5067798,129,"Regular (>50bp)",-0.128,0.000104051389815665
"chr7:102401471:102402340:102395357:102408516:SE","SE","ENSMUSG00000043366","Or51e2","chr7","-",102401471,102402340,869,"Regular (>50bp)",-0.399,0.000671722284162134
"chr14:51154256:51154960:51154322:51154910:RI","RI","ENSMUSG00000006289","Osgep","chr14","-",51154256,51154960,704,"Regular (>50bp)",0.26,0.00978032903535364
"chr1:53360654:53360726:53360369:53362325:SE","SE","ENSMUSG00000026096","Osgepl1","chr1","+",53360654,53360726,72,"Regular (>50bp)",-0.169,0.00482744095802014
"chr3:96016022:96016080:96011940:96043784:SE","SE","ENSMUSG00000038495","Otud7b","chr3","+",96016022,96016080,58,"Regular (>50bp)",0.191,0.0155706629504126
"chr3:96016022:96016080:96037541:96037654:96012131:96043784:MXE","MXE","ENSMUSG00000038495","Otud7b","chr3","+",96016022,96016080,58,"Regular (>50bp)",0.114,0.0205082579838001
"chr3:96037541:96037654:96016080:96043784:SE","SE","ENSMUSG00000038495","Otud7b","chr3","+",96037541,96037654,113,"Regular (>50bp)",-0.199,0.0338878852318955
"chr15:41712065:41712146:41694525:41713854:SE","SE","ENSMUSG00000022307","Oxr1","chr15","+",41712065,41712146,81,"Regular (>50bp)",0.246,0.0046610905054062
"chr2:84854459:84854517:84853920:84854725:SE","SE","ENSMUSG00000027071","P2rx3","chr2","-",84854459,84854517,58,"Regular (>50bp)",-0.104,0.0330682285304188
"chr5:122862656:122862737:122857289:122863052:SE","SE","ENSMUSG00000029470","P2rx4","chr5","+",122862656,122862737,81,"Regular (>50bp)",0.112,0.000794349425605419
"chr6:124827880:124828094:124827948:124828041:RI","RI","ENSMUSG00000023191","P3h3","chr6","-",124827880,124828094,214,"Regular (>50bp)",-0.14,0.000367765371165464
"chr7:99962412:99962572:99960058:99966248:SE","SE","ENSMUSG00000051048","P4ha3","chr7","+",99962412,99962572,160,"Regular (>50bp)",0.213,0.0115301299660962
"chr7:99963814:99963877:99960058:99966248:SE","SE","ENSMUSG00000051048","P4ha3","chr7","+",99963814,99963877,63,"Regular (>50bp)",0.26,0.0160547083805192
"chr15:83267823:83267829:83266084:83269187:SE","SE","ENSMUSG00000016664","Pacsin2","chr15","-",83267823,83267829,6,"Microexon (0-30bp)",0.132,1.47590581058568e-08
"chr9:45895148:45895337:45890027:45895479:SE","SE","ENSMUSG00000003131","Pafah1b2","chr9","-",45895148,45895337,189,"Regular (>50bp)",-0.491,0.000893996380585415
"chr18:35733097:35733170:35731812:35741790:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35733097,35733170,73,"Regular (>50bp)",0.423,1.06160668563504e-06
"chr18:35741790:35741872:35731812:35742645:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35741790,35741872,82,"Regular (>50bp)",-0.261,0.00583729528933631
"chr18:35741790:35741872:35732811:35743923:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35741790,35741872,82,"Regular (>50bp)",-0.442,0.0224630764273715
"chr18:35741790:35741872:35733170:35743923:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35741790,35741872,82,"Regular (>50bp)",-0.309,3.17370266977382e-06
"chr18:35742645:35742726:35733170:35743923:SE","SE","ENSMUSG00000037058","Paip2","chr18","+",35742645,35742726,81,"Regular (>50bp)",-0.142,0.0387226345534778
"chr7:139707420:139707620:139697269:139708930:SE","SE","ENSMUSG00000025464","Paox","chr7","+",139707420,139707620,200,"Regular (>50bp)",-0.104,0.000196788169873013
"chr6:127448510:127448631:127447793:127451198:SE","SE","ENSMUSG00000037997","Parp11","chr6","+",127448510,127448631,121,"Regular (>50bp)",0.298,0.00106953072186993
"chr2:25350456:25350727:25350506:25350666:RI","RI","ENSMUSG00000047617","Paxx","chr2","-",25350456,25350727,271,"Regular (>50bp)",-0.138,6.38715469403382e-12
"chr8:70316961:70317200:70311803:70317473:SE","SE","ENSMUSG00000031860","Pbx4","chr8","+",70316961,70317200,239,"Regular (>50bp)",-0.176,0.00802435137533353
"chr10:76686055:76686182:76683646:76728390:SE","SE","ENSMUSG00000001120","Pcbp3","chr10","-",76686055,76686182,127,"Regular (>50bp)",0.179,3.76564719817768e-08
"chr7:92308612:92309096:92309005:92309096:92306515:92308074:A5SS","A5SS","ENSMUSG00000041328","Pcf11","chr7","-",92308612,92309096,484,"Regular (>50bp)",-0.222,5.43595862768369e-10
"chr11:97590031:97590126:97588886:97590361:SE","SE","ENSMUSG00000018537","Pcgf2","chr11","-",97590031,97590126,95,"Regular (>50bp)",-0.328,0.000699996299511696
"chr1:7190417:7190839:7159440:7217860:SE","SE","ENSMUSG00000051285","Pcmtd1","chr1","+",7190417,7190839,422,"Regular (>50bp)",-0.16,4.97860633454228e-05
"chr12:81975015:81975148:81980304:81980489:81966154:81993704:MXE","MXE","ENSMUSG00000021140","Pcnx","chr12","+",81975015,81975148,133,"Regular (>50bp)",0.124,0.037963362071852
"chr19:5731459:5731602:5731459:5731581:5733334:5733440:A3SS","A3SS","ENSMUSG00000054874","Pcnx3","chr19","-",5731459,5731602,143,"Regular (>50bp)",0.342,0.0415685118354407
"chr19:5731459:5731620:5731459:5731581:5733334:5733440:A3SS","A3SS","ENSMUSG00000054874","Pcnx3","chr19","-",5731459,5731620,161,"Regular (>50bp)",0.215,0.0414067167462746
"chr10:80159316:80159434:80159009:80159506:SE","SE","ENSMUSG00000020131","Pcsk4","chr10","-",80159316,80159434,118,"Regular (>50bp)",-0.313,0.0054059057236589
"chr10:80159316:80159434:80159506:80159610:80159009:80159687:MXE","MXE","ENSMUSG00000020131","Pcsk4","chr10","-",80159316,80159434,118,"Regular (>50bp)",0.146,0.0045676513748319
"chr10:80159506:80159610:80159434:80159687:SE","SE","ENSMUSG00000020131","Pcsk4","chr10","-",80159506,80159610,104,"Regular (>50bp)",0.157,0.000305532660300201
"chr11:120502826:120503427:120502909:120503288:RI","RI","ENSMUSG00000025137","Pcyt2","chr11","-",120502826,120503427,601,"Regular (>50bp)",-0.106,0.0140166570897078
"chr11:120503671:120503909:120503427:120504204:SE","SE","ENSMUSG00000025137","Pcyt2","chr11","-",120503671,120503909,238,"Regular (>50bp)",-0.138,3.88207186786632e-06
"chr8:71201016:71201171:71200805:71201559:SE","SE","ENSMUSG00000031842","Pde4c","chr8","+",71201016,71201171,155,"Regular (>50bp)",-0.141,0.0384195047672438
"chr8:71201016:71201682:71201559:71201682:71200705:71200805:A3SS","A3SS","ENSMUSG00000031842","Pde4c","chr8","+",71201016,71201682,666,"Regular (>50bp)",-0.13,0.0393290635587856
"chr13:55654118:55655179:55654180:55655142:RI","RI","ENSMUSG00000021493","Pdlim7","chr13","-",55654118,55655179,1061,"Regular (>50bp)",-0.179,1.3914298788929e-07
"chr17:32305003:32305082:32303066:32306732:SE","SE","ENSMUSG00000121449","Pdxk-ps","chr17","-",32305003,32305082,79,"Regular (>50bp)",-0.243,9.5615601370151e-05
"chr19:45018178:45018250:45017762:45018418:SE","SE","ENSMUSG00000074818","Pdzd7","chr19","-",45018178,45018250,72,"Regular (>50bp)",0.109,0.000293312964848174
"chr9:56281659:56281723:56168046:56325224:SE","SE","ENSMUSG00000074305","Peak1","chr9","-",56281659,56281723,64,"Regular (>50bp)",-0.137,0.00142757390026652
"chr11:106571857:106571911:106570437:106573705:SE","SE","ENSMUSG00000020717","Pecam1","chr11","-",106571857,106571911,54,"Regular (>50bp)",0.118,0.000884537230798935
"chr1:72315324:72315490:72314126:72316445:SE","SE","ENSMUSG00000026189","Pecr","chr1","-",72315324,72315490,166,"Regular (>50bp)",-0.124,0
"chr7:6715948:6716011:6715774:6719052:SE","SE","ENSMUSG00000002265","Peg3","chr7","-",6715948,6716011,63,"Regular (>50bp)",0.146,3.15126704685508e-08
"chr2:11480564:11480617:11479354:11482846:SE","SE","ENSMUSG00000026773","Pfkfb3","chr2","-",11480564,11480617,53,"Regular (>50bp)",0.127,0.000137958189414285
"chr7:101872585:101872697:101859798:101885300:SE","SE","ENSMUSG00000030990","Pgap2","chr7","+",101872585,101872697,112,"Regular (>50bp)",0.105,0.0297295277805289
"chr17:26338006:26338509:26338130:26338372:RI","RI","ENSMUSG00000024180","Pgap6","chr17","+",26338006,26338509,503,"Regular (>50bp)",0.138,0.000501507535248474
"chr17:26339257:26339659:26339436:26339512:RI","RI","ENSMUSG00000024180","Pgap6","chr17","+",26339257,26339659,402,"Regular (>50bp)",0.106,0.000955703180094763
"chr6:122309480:122309612:122302909:122310249:SE","SE","ENSMUSG00000040669","Phc1","chr6","-",122309480,122309612,132,"Regular (>50bp)",-0.108,0.0216985677542389
