"event_key","event_type","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","exon_length","size_category","dPSI","FDR"
"chr17:47291245:47291344:47287016:47291414:SE","SE","ENSMUSG00000023977","Ubr2","chr17","-",47291245,47291344,99,"Regular (>50bp)",-0.15,1.30441165076963e-05
"chr4:139159792:139159825:139159072:139160930:SE","SE","ENSMUSG00000066036","Ubr4","chr4","+",139159792,139159825,33,"Small (30-50bp)",0.263,0
"chr6:8401076:8401154:8270581:8426970:SE","SE","ENSMUSG00000089862","Umad1","chr6","+",8401076,8401154,78,"Regular (>50bp)",0.173,0.00871396253698632
"chr12:103016153:103016182:103013957:103025577:SE","SE","ENSMUSG00000021198","Unc79","chr12","+",103016153,103016182,29,"Microexon (0-30bp)",0.285,5.84596770543621e-05
"chrX:103539341:103539384:103526955:103543009:SE","SE","ENSMUSG00000073016","Uprt","chrX","+",103539341,103539384,43,"Small (30-50bp)",-0.101,0.0384734592046101
"chrX:103541880:103541950:103526955:103543009:SE","SE","ENSMUSG00000073016","Uprt","chrX","+",103541880,103541950,70,"Regular (>50bp)",-0.206,0.00221702495990371
"chr7:6740563:6740633:6734301:6741854:SE","SE","ENSMUSG00000051527","Usp29","chr7","+",6740563,6740633,70,"Regular (>50bp)",-0.2,0.0308499708084042
"chr1:87895231:87895320:87894992:87903529:SE","SE","ENSMUSG00000005501","Usp40","chr1","-",87895231,87895320,89,"Regular (>50bp)",-0.197,7.82608919974478e-06
"chr1:87896117:87896171:87895320:87903529:SE","SE","ENSMUSG00000005501","Usp40","chr1","-",87896117,87896171,54,"Regular (>50bp)",0.264,0.00276681893539065
"chr4:21817500:21817644:21816938:21824416:SE","SE","ENSMUSG00000040455","Usp45","chr4","+",21817500,21817644,144,"Regular (>50bp)",-0.102,0.00213734272654972
"chr4:137365075:137365201:137362319:137371653:SE","SE","ENSMUSG00000043411","Usp48","chr4","+",137365075,137365201,126,"Regular (>50bp)",-0.126,2.87392006700783e-06
"chr5:149124517:149124644:149121616:149125154:SE","SE","ENSMUSG00000041264","Uspl1","chr5","+",149124517,149124644,127,"Regular (>50bp)",-0.159,5.78925058828962e-05
"chr5:149124517:149124686:149121616:149125154:SE","SE","ENSMUSG00000041264","Uspl1","chr5","+",149124517,149124686,169,"Regular (>50bp)",-0.165,0.000908714728491691
"chr2:27158162:27158249:27157396:27158910:SE","SE","ENSMUSG00000009621","Vav2","chr2","-",27158162,27158249,87,"Regular (>50bp)",0.112,6.20574366329859e-07
"chr9:118898950:118899136:118897524:118899345:SE","SE","ENSMUSG00000038775","Vill","chr9","+",118898950,118899136,186,"Regular (>50bp)",0.141,0.0392330035078151
"chr9:67773461:67773524:67768167:67778457:SE","SE","ENSMUSG00000035284","Vps13c","chr9","+",67773461,67773524,63,"Regular (>50bp)",0.127,0.0227523019080206
"chr9:67778134:67778200:67768167:67778457:SE","SE","ENSMUSG00000035284","Vps13c","chr9","+",67778134,67778200,66,"Regular (>50bp)",0.263,1.1670452762237e-05
"chr4:144830183:144830258:144826640:144832368:SE","SE","ENSMUSG00000020220","Vps13d","chr4","-",144830183,144830258,75,"Regular (>50bp)",0.21,0.0119748671403484
"chr10:62305679:62305836:62300517:62316336:SE","SE","ENSMUSG00000020078","Vps26a","chr10","-",62305679,62305836,157,"Regular (>50bp)",-0.216,3.14349710969308e-05
"chr5:122494856:122494868:122492539:122498075:SE","SE","ENSMUSG00000029462","Vps29","chr5","+",122494856,122494868,12,"Microexon (0-30bp)",0.112,1.87816700589279e-05
"chr5:122494856:122494868:122492539:122498091:SE","SE","ENSMUSG00000029462","Vps29","chr5","+",122494856,122494868,12,"Microexon (0-30bp)",0.163,0.00350628173276468
"chr19:55375620:55375641:55369451:55380215:SE","SE","ENSMUSG00000024983","Vti1a","chr19","+",55375620,55375641,21,"Microexon (0-30bp)",0.135,0.0167201831173847
"chr19:55375620:55375641:55369451:55486942:SE","SE","ENSMUSG00000024983","Vti1a","chr19","+",55375620,55375641,21,"Microexon (0-30bp)",0.293,0.0119092933064956
"chr16:20409219:20409281:20409031:20409422:SE","SE","ENSMUSG00000046613","Vwa5b2","chr16","+",20409219,20409281,62,"Regular (>50bp)",-0.117,0.00430703572166353
"chr8:112199261:112199318:112193554:112202675:SE","SE","ENSMUSG00000031959","Wdr59","chr8","-",112199261,112199318,57,"Regular (>50bp)",0.118,0.00142949937623206
"chr6:34886611:34886762:34886475:34887444:SE","SE","ENSMUSG00000058486","Wdr91","chr6","-",34886611,34886762,151,"Regular (>50bp)",-0.261,0.0082031896890259
"chr15:58015992:58016141:58014052:58016975:SE","SE","ENSMUSG00000022359","Wdyhv1","chr15","+",58015992,58016141,149,"Regular (>50bp)",0.11,1.94679704461023e-06
"chr17:32581766:32581937:32578468:32586797:SE","SE","ENSMUSG00000024050","Wiz","chr17","-",32581766,32581937,171,"Regular (>50bp)",-0.17,0.00333909935749162
"chr11:79134225:79134401:79132982:79135288:SE","SE","ENSMUSG00000017677","Wsb1","chr11","-",79134225,79134401,176,"Regular (>50bp)",-0.281,8.00498907670246e-13
"chr7:101715666:101715836:101715149:101719103:SE","SE","ENSMUSG00000099481","Xndc1","chr7","+",101715666,101715836,170,"Regular (>50bp)",-0.157,0.000794349425605419
"chr9:21503823:21503884:21503514:21504032:SE","SE","ENSMUSG00000032182","Yipf2","chr9","-",21503823,21503884,61,"Regular (>50bp)",0.216,0.000448380033732881
"chr7:126376677:126376789:126376375:126376942:SE","SE","ENSMUSG00000042675","Ypel3","chr7","+",126376677,126376789,112,"Regular (>50bp)",-0.36,0.049899539693813
"chr1:177272304:177272388:177270907:177274654:SE","SE","ENSMUSG00000063659","Zbtb18","chr1","+",177272304,177272388,84,"Regular (>50bp)",-0.164,0.0245228580546791
"chr1:177272304:177272388:177271658:177274654:SE","SE","ENSMUSG00000063659","Zbtb18","chr1","+",177272304,177272388,84,"Regular (>50bp)",-0.198,0.000214420445889129
"chr16:43013827:43013901:42967306:43053121:SE","SE","ENSMUSG00000022708","Zbtb20","chr16","+",43013827,43013901,74,"Regular (>50bp)",0.351,0.0249316195848359
"chr16:43397392:43397556:43392154:43397923:SE","SE","ENSMUSG00000022708","Zbtb20","chr16","+",43397392,43397556,164,"Regular (>50bp)",0.153,0.046650471185008
"chr5:38367961:38368008:38363306:38370651:SE","SE","ENSMUSG00000029127","Zbtb49","chr5","-",38367961,38368008,47,"Small (30-50bp)",0.149,0.030335738888993
"chr1:133583082:133583136:133582176:133588993:SE","SE","ENSMUSG00000102976","Zc3h11a","chr1","-",133583082,133583136,54,"Regular (>50bp)",-0.11,0.00107132927014679
"chr12:98745366:98745526:98740578:98749840:SE","SE","ENSMUSG00000021012","Zc3h14","chr12","+",98745366,98745526,160,"Regular (>50bp)",-0.101,0.00304385698648381
"chr8:123114431:123114503:123113685:123124556:SE","SE","ENSMUSG00000017478","Zc3h18","chr8","+",123114431,123114503,72,"Regular (>50bp)",0.143,5.86757446753883e-12
"chr15:93293467:93293496:93285740:93296043:SE","SE","ENSMUSG00000022635","Zcrb1","chr15","-",93293467,93293496,29,"Microexon (0-30bp)",-0.163,0.000759170680914049
"chr8:40900091:40900186:40877210:40907557:SE","SE","ENSMUSG00000039470","Zdhhc2","chr8","+",40900091,40900186,95,"Regular (>50bp)",0.185,0.000347227357812573
"chr14:58087601:58087637:58084519:58094066:SE","SE","ENSMUSG00000021969","Zdhhc20","chr14","-",58087601,58087637,36,"Small (30-50bp)",0.196,6.6172500227135e-08
"chr18:5633203:5633357:5593919:5641381:SE","SE","ENSMUSG00000024238","Zeb1","chr18","+",5633203,5633357,154,"Regular (>50bp)",0.273,0.000989570895247771
"chr11:80283909:80284002:80282818:80285111:SE","SE","ENSMUSG00000017421","Zfp207","chr11","+",80283909,80284002,93,"Regular (>50bp)",-0.118,0.000179183588215677
"chr18:82628729:82628811:82627600:82635834:SE","SE","ENSMUSG00000041258","Zfp236","chr18","-",82628729,82628811,82,"Regular (>50bp)",0.124,6.98160478013703e-05
"chr9:20419314:20419481:20417361:20432650:SE","SE","ENSMUSG00000060510","Zfp266","chr9","-",20419314,20419481,167,"Regular (>50bp)",0.254,0.0215538923295442
"chr5:104728722:104728783:104728480:104730017:SE","SE","ENSMUSG00000120166","Zfp33b","chr5","+",104728722,104728783,61,"Regular (>50bp)",0.213,0.0122654131218897
"chr9:20389428:20389575:20386329:20397625:SE","SE","ENSMUSG00000059475","Zfp426","chr9","-",20389428,20389575,147,"Regular (>50bp)",0.126,0.0233576763524912
"chr18:65715797:65715880:65715469:65715967:SE","SE","ENSMUSG00000042439","Zfp532","chr18","+",65715797,65715880,83,"Regular (>50bp)",0.249,0.000121807983286524
"chr7:12152469:12152593:12151145:12155734:SE","SE","ENSMUSG00000034071","Zfp551","chr7","-",12152469,12152593,124,"Regular (>50bp)",-0.184,0.0141996762987254
"chr17:33321204:33321331:33311566:33321516:SE","SE","ENSMUSG00000067424","Zfp563","chr17","+",33321204,33321331,127,"Regular (>50bp)",0.102,0.00523025096303828
"chr7:24775447:24775538:24772136:24776231:SE","SE","ENSMUSG00000045252","Zfp574","chr7","+",24775447,24775538,91,"Regular (>50bp)",-0.227,0.00473327235118602
"chr13:67644303:67644330:67642848:67648529:SE","SE","ENSMUSG00000071291","Zfp58","chr13","-",67644303,67644330,27,"Microexon (0-30bp)",-0.104,0.0175637429423673
"chr11:49094822:49094995:49094365:49095277:SE","SE","ENSMUSG00000046311","Zfp62","chr11","+",49094822,49094995,173,"Regular (>50bp)",0.285,0.0122772876275872
"chr6:83934490:83934574:83931743:83935165:SE","SE","ENSMUSG00000030016","Zfp638","chr6","+",83934490,83934574,84,"Regular (>50bp)",0.133,0.00746068119617837
"chr7:127019181:127019277:127018813:127020794:SE","SE","ENSMUSG00000045251","Zfp688","chr7","-",127019181,127019277,96,"Regular (>50bp)",-0.101,0.000156625548282831
"chr7:24010889:24010928:24008622:24011806:SE","SE","ENSMUSG00000074282","Zfp94","chr7","-",24010889,24010928,39,"Small (30-50bp)",0.178,0.000206670021526904
"chr9:88434714:88434914:88430561:88436428:SE","SE","ENSMUSG00000032425","Zfp949","chr9","+",88434714,88434914,200,"Regular (>50bp)",-0.105,7.9664955433762e-05
"chr8:72719637:72719760:72705004:72719943:SE","SE","ENSMUSG00000052446","Zfp961","chr8","+",72719637,72719760,123,"Regular (>50bp)",0.115,0.031141844002088
"chr7:42232329:42232456:42232131:42241860:SE","SE","ENSMUSG00000092335","Zfp977","chr7","-",42232329,42232456,127,"Regular (>50bp)",0.123,0.0247128369656847
"chr4:147413438:147413565:147409334:147415724:SE","SE","ENSMUSG00000078498","Zfp988","chr4","+",147413438,147413565,127,"Regular (>50bp)",0.29,0.000135770989700572
"chr19:42174058:42174079:42172628:42174243:SE","SE","ENSMUSG00000018820","Zfyve27","chr19","+",42174058,42174079,21,"Microexon (0-30bp)",0.131,0.0409838238074037
"chr13:21706393:21706485:21706079:21709307:SE","SE","ENSMUSG00000063894","Zkscan8","chr13","-",21706393,21706485,92,"Regular (>50bp)",-0.165,8.21525010499406e-07
"chr14:57048196:57048316:57042320:57049048:SE","SE","ENSMUSG00000040123","Zmym5","chr14","-",57048196,57048316,120,"Regular (>50bp)",0.114,0.000377227763422474
"chr2:165694787:165694799:165694068:165717624:SE","SE","ENSMUSG00000039671","Zmynd8","chr2","-",165694787,165694799,12,"Microexon (0-30bp)",0.206,2.98823603224726e-12
"chr13:21633443:21633503:21632064:21633610:SE","SE","ENSMUSG00000022228","Zscan26","chr13","-",21633443,21633503,60,"Regular (>50bp)",-0.195,0.00098798154981665
