VastDB.ID,gene,Ptbp1.dPSI,Ptbp1.signif,Srrm4.dPSI,Srrm4.signif,Srrm3.Srrm4.dPSI,Srrm3.Srrm4.signif,Srsf11.dPSI,Srsf11.signif,Rbfox2.dPSI,Rbfox2.signif,Srrm3.dPSI,Srrm3.signif,Rnps1.dPSI,Rnps1.signif
MmuEX0023852,Igsf9b,5,n.s.,-6.8,n.s.,-5,n.s.,-16,lower,-25,lower,0,n.s.,NA,NA
MmuEX0015199,Dnajc17,NA,n.s.,NA,n.s.,-3,n.s.,-18,lower,-17,lower,NA,n.s.,NA,n.s.
MmuEX0015200,Dnajc17,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,NA
MmuEX0031481,Nek9,0,n.s.,-0.5,n.s.,1,n.s.,0,n.s.,1,n.s.,0,n.s.,0,n.s.
MmuEX0031482,Nek9,0,n.s.,1.3,n.s.,2,n.s.,2,n.s.,1,n.s.,0,n.s.,1,n.s.
MmuEX0048705,Traf3ip1,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048706,Traf3ip1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048707,Traf3ip1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048708,Traf3ip1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0048709,Traf3ip1,6,n.s.,3.2,n.s.,8,n.s.,-28,lower,-3,n.s.,-6,n.s.,-1,n.s.
MmuEX0019237,Fhod3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019238,Fhod3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0019239,Fhod3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0018360,Fam53c,11,higher,12.8,higher,-1,n.s.,-23,lower,4,n.s.,-3,n.s.,1,n.s.
MmuEX0009612,Ccdc15,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0009613,Ccdc15,-8,n.s.,6.1,n.s.,-11,n.s.,-5,n.s.,NA,n.s.,NA,NA,NA,n.s.
MmuEX0017611,Exosc1,0,n.s.,0.8,n.s.,0,n.s.,-5,n.s.,1,n.s.,0,n.s.,-1,n.s.
MmuEX0017612,Exosc1,1,n.s.,0.5,n.s.,1,n.s.,-11,lower,0,n.s.,0,n.s.,0,n.s.
MmuEX0017613,Exosc1,4,n.s.,0.7,n.s.,-3,n.s.,-2,n.s.,-9,n.s.,-3,n.s.,-8,n.s.
MmuEX0017614,Exosc1,0,n.s.,-0.4,n.s.,-1,n.s.,-2,n.s.,-1,n.s.,0,n.s.,0,n.s.
MmuEX0018008,Fam151b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0018009,Fam151b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0018010,Fam151b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050152,Ube2f,-3,n.s.,3.1,n.s.,2,n.s.,-1,n.s.,4,n.s.,2,n.s.,-7,n.s.
MmuEX0050153,Ube2f,13,higher,4.5,n.s.,-1,n.s.,NA,NA,-2,n.s.,-7,n.s.,-27,lower
MmuEX0050154,Ube2f,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050155,Ube2f,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0050156,Ube2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0050157,Ube2f,NA,NA,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0043861,Smc4,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0043862,Smc4,0,n.s.,-0.6,n.s.,1,n.s.,3,n.s.,-1,n.s.,0,n.s.,-4,n.s.
MmuEX0043863,Smc4,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0030089,Mtmr3,-6,n.s.,2.4,n.s.,-5,n.s.,2,n.s.,6,n.s.,-1,n.s.,-1,n.s.
MmuEX0030090,Mtmr3,0,n.s.,1.1,n.s.,1,n.s.,1,n.s.,1,n.s.,-1,n.s.,-1,n.s.
MmuEX0030091,Mtmr3,NA,n.s.,0.7,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0030092,Mtmr3,NA,n.s.,-0.3,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-3,n.s.,3,n.s.
MmuEX0030093,Mtmr3,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0030094,Mtmr3,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0030095,Mtmr3,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0030096,Mtmr3,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0030097,Mtmr3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0049940,Tulp4,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0049941,Tulp4,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0049942,Tulp4,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0049943,Tulp4,0,n.s.,-0.8,n.s.,-1,n.s.,-1,n.s.,1,n.s.,-1,n.s.,-47,lower
MmuEX0049944,Tulp4,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0049945,Tulp4,0,n.s.,-0.4,n.s.,1,n.s.,2,n.s.,1,n.s.,0,n.s.,-2,n.s.
MmuEX0049946,Tulp4,1,n.s.,-0.9,n.s.,-3,n.s.,-2,n.s.,-1,n.s.,0,n.s.,-1,n.s.
MmuEX0049947,Tulp4,1,n.s.,-0.4,n.s.,0,n.s.,-1,n.s.,0,n.s.,-1,n.s.,0,n.s.
MmuEX0044565,Spata6,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0044566,Spata6,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0044567,Spata6,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0044568,Spata6,-8,n.s.,-1.6,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,-7,n.s.,NA,n.s.
MmuEX0044569,Spata6,-1,n.s.,-1.3,n.s.,1,n.s.,0,n.s.,0,n.s.,-6,n.s.,NA,n.s.
MmuEX0044570,Spata6,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0044571,Spata6,0,n.s.,-0.5,n.s.,3,n.s.,2,n.s.,3,n.s.,-1,n.s.,0,n.s.
MmuEX0044572,Spata6,-2,n.s.,-1.4,n.s.,3,n.s.,2,n.s.,-2,n.s.,-1,n.s.,-6,n.s.
MmuEX0020234,Gcsh,4,n.s.,-0.6,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.,-2,n.s.
MmuEX0020235,Gcsh,NA,NA,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0013290,Cybasc3,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0013291,Cybasc3,1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,8,n.s.,NA,n.s.
MmuEX0013292,Cybasc3,3,n.s.,-0.3,n.s.,-2,n.s.,2,n.s.,0,n.s.,0,n.s.,NA,n.s.
MmuEX0013293,Cybasc3,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0036315,Polr3b,0,n.s.,0.6,n.s.,-1,n.s.,-1,n.s.,0,n.s.,0,n.s.,-1,n.s.
MmuEX0036316,Polr3b,2,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,1,n.s.,-6,n.s.
MmuEX0041456,Sec22a,0,n.s.,1.7,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,-1,n.s.
MmuEX0041457,Sec22a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0041458,Sec22a,-1,n.s.,2.8,n.s.,1,n.s.,-3,n.s.,-3,n.s.,-1,n.s.,-19,lower
MmuEX0041459,Sec22a,-1,n.s.,1.6,n.s.,-10,n.s.,-7,n.s.,-8,n.s.,-3,n.s.,-12,lower
MmuEX0041460,Sec22a,0,n.s.,1.1,n.s.,-1,n.s.,-4,n.s.,-1,n.s.,1,n.s.,-6,n.s.
MmuEX0014640,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014641,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014642,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014643,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014644,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014645,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014646,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014647,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014648,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014649,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014650,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014651,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014652,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014653,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014654,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014655,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014656,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014657,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014658,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014659,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014660,Diap2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0044255,Snx2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0044256,Snx2,2,n.s.,-0.9,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,0,n.s.,0,n.s.
MmuEX0050058,Uaca,-1,n.s.,0.1,n.s.,-2,n.s.,-1,n.s.,0,n.s.,0,n.s.,-3,n.s.
MmuEX0050059,Uaca,-5,n.s.,-1,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,2,n.s.,2,n.s.
MmuEX0016247,Edil3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0023060,Hmgxb4,-2,n.s.,2.7,n.s.,-1,n.s.,0,n.s.,8,n.s.,-4,n.s.,17,higher
MmuEX0023061,Hmgxb4,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0023062,Hmgxb4,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0023063,Hmgxb4,-2,n.s.,6.4,n.s.,2,n.s.,10,n.s.,12,higher,-9,n.s.,-18,lower
MmuEX0023064,Hmgxb4,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0007364,BC018507,3,n.s.,0.8,n.s.,3,n.s.,2,n.s.,0,n.s.,0,n.s.,-3,n.s.
MmuEX0007365,BC018507,0,n.s.,-0.2,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0029424,Morc2a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0029425,Morc2a,-2,n.s.,3.5,n.s.,0,n.s.,-3,n.s.,0,n.s.,1,n.s.,1,n.s.
MmuEX0029426,Morc2a,NA,n.s.,NA,n.s.,0,n.s.,1,n.s.,NA,n.s.,-1,n.s.,NA,n.s.
MmuEX0029427,Morc2a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0029428,Morc2a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0040657,Rsrc1,1,n.s.,-1.3,n.s.,0,n.s.,-3,n.s.,0,n.s.,-1,n.s.,-1,n.s.
MmuEX0040658,Rsrc1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0040659,Rsrc1,9,n.s.,0.3,n.s.,NA,n.s.,-30,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0053833,Zfyve9,2,n.s.,3.6,n.s.,-4,n.s.,0,n.s.,-1,n.s.,-3,n.s.,0,n.s.
MmuEX0053834,Zfyve9,0,n.s.,-1.7,n.s.,1,n.s.,1,n.s.,-4,n.s.,-6,n.s.,-2,n.s.
MmuEX0053835,Zfyve9,-2,n.s.,1.2,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.,-2,n.s.
MmuEX0037795,Ptpn13,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0037796,Ptpn13,-1,n.s.,7.4,n.s.,-2,n.s.,-3,n.s.,1,n.s.,0,n.s.,12,higher
MmuEX0037797,Ptpn13,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0037798,Ptpn13,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0037799,Ptpn13,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0008614,C630004H02Rik,-1,n.s.,1.1,n.s.,0,n.s.,1,n.s.,1,n.s.,0,n.s.,-7,n.s.
MmuEX0002272,8430429K09Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0002273,8430429K09Rik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0043312,Slc41a2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0043313,Slc41a2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0043314,Slc41a2,NA,NA,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,NA
MmuEX0043315,Slc41a2,-4,n.s.,-1.8,n.s.,3,n.s.,-16,lower,-6,n.s.,-4,n.s.,-12,lower
MmuEX0001188,2700049A03Rik,1,n.s.,0.4,n.s.,0,n.s.,-2,n.s.,-1,n.s.,-1,n.s.,-3,n.s.
MmuEX0001189,2700049A03Rik,0,n.s.,-1,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.,0,n.s.
MmuEX0001190,2700049A03Rik,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0001191,2700049A03Rik,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0045055,Ssh3,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA
MmuEX0030159,Mtrr,0,n.s.,-0.1,n.s.,0,n.s.,0,n.s.,0,n.s.,-1,n.s.,0,n.s.
MmuEX0030160,Mtrr,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0030161,Mtrr,-1,n.s.,-0.9,n.s.,1,n.s.,1,n.s.,2,n.s.,0,n.s.,-5,n.s.
MmuEX0047993,Tmem5,0,n.s.,1.9,n.s.,1,n.s.,-3,n.s.,0,n.s.,-2,n.s.,-16,lower
MmuEX0021545,Gpatch8,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,NA,n.s.
MmuEX0021546,Gpatch8,10,n.s.,0.6,n.s.,0,n.s.,-5,n.s.,-17,lower,-4,n.s.,-28,lower
MmuEX0021547,Gpatch8,1,n.s.,-2.6,n.s.,-5,n.s.,-5,n.s.,-18,lower,-3,n.s.,-2,n.s.
MmuEX0021548,Gpatch8,NA,n.s.,1.4,n.s.,3,n.s.,0,n.s.,1,n.s.,-4,n.s.,-6,n.s.
MmuEX0021549,Gpatch8,-1,n.s.,0.5,n.s.,0,n.s.,0,n.s.,-2,n.s.,2,n.s.,2,n.s.
MmuEX0021550,Gpatch8,NA,n.s.,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0054108,Zyg11b,0,n.s.,0.2,n.s.,0,n.s.,-5,n.s.,0,n.s.,-1,n.s.,-5,n.s.
MmuEX0054109,Zyg11b,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0047365,Tiparp,0,n.s.,-1.3,n.s.,-1,n.s.,-4,n.s.,0,n.s.,0,n.s.,-3,n.s.
MmuEX0005007,Ankrd12,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0005008,Ankrd12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0005009,Ankrd12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0005010,Ankrd12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0052592,Ythdc2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA
MmuEX0052593,Ythdc2,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0008725,Cacna1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0008726,Cacna1a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0008727,Cacna1a,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0008728,Cacna1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0008729,Cacna1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0040247,Rnps1,-4,n.s.,NA,n.s.,-3,n.s.,1,n.s.,3,n.s.,-1,n.s.,NA,n.s.
MmuEX0040248,Rnps1,2,n.s.,-0.7,n.s.,-1,n.s.,-4,n.s.,-5,n.s.,0,n.s.,NA,NA
MmuEX0040249,Rnps1,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0040250,Rnps1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0041594,Sema3f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0041595,Sema3f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0011944,Cnot6l,-2,n.s.,2.4,n.s.,-1,n.s.,0,n.s.,-2,n.s.,4,n.s.,-9,n.s.
MmuEX0029712,Mrps10,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0029713,Mrps10,NA,n.s.,NA,n.s.,0,n.s.,1,n.s.,-1,n.s.,NA,n.s.,NA,n.s.
MmuEX0029714,Mrps10,-2,n.s.,-2.3,n.s.,0,n.s.,-1,n.s.,-1,n.s.,1,n.s.,0,n.s.
MmuEX0029715,Mrps10,NA,NA,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0029716,Mrps10,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0029717,Mrps10,NA,NA,-4.2,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,n.s.,-1,n.s.
MmuEX0029718,Mrps10,NA,n.s.,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,n.s.
MmuEX0007620,Bai1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0007621,Bai1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0007622,Bai1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0007623,Bai1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0007624,Bai1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0007625,Bai1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0007626,Bai1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0014423,Dgkh,-7,n.s.,0.4,n.s.,0,n.s.,-1,n.s.,NA,n.s.,0,n.s.,-1,n.s.
MmuEX0014424,Dgkh,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0028016,Mast4,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,NA,NA,NA
MmuEX0033913,Pcdh11x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0048214,Tmub2,8,n.s.,0,n.s.,-6,n.s.,-16,lower,-7,n.s.,2,n.s.,29,higher
MmuEX0048215,Tmub2,NA,n.s.,NA,n.s.,0,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0047452,Tle6,-2,n.s.,0.6,n.s.,-1,n.s.,1,n.s.,-10,lower,0,n.s.,NA,n.s.
MmuEX0020537,Glis1,NA,NA,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047432,Tle2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047433,Tle2,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047434,Tle2,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0047435,Tle2,NA,n.s.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0007451,BC030867,0,n.s.,0.5,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,1,n.s.,-11,lower
MmuEX0007452,BC030867,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0038295,Rab24,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0038296,Rab24,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0038297,Rab24,0,n.s.,-1.6,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.,-4,n.s.
MmuEX0019851,G6pc3,-1,n.s.,0.1,n.s.,1,n.s.,1,n.s.,-2,n.s.,0,n.s.,-8,n.s.
MmuEX0009506,Ccdc122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0009507,Ccdc122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0009508,Ccdc122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MmuEX0050590,Unc13a,NA,NA,NA,NA,NA,NA,NA,NA,NA,n.s.,NA,NA,NA,NA
MmuEX0050591,Unc13a,-1,n.s.,0.3,n.s.,-1,n.s.,0,n.s.,-2,n.s.,1,n.s.,-2,n.s.
MmuEX0050592,Unc13a,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0050593,Unc13a,41,higher,1.7,n.s.,0,n.s.,-27,lower,18,higher,-4,n.s.,-7,n.s.
MmuEX0021913,Grip1,1,n.s.,3.4,n.s.,3,n.s.,-19,lower,-6,n.s.,-1,n.s.,-2,n.s.
MmuEX0021914,Grip1,13,higher,-2.6,n.s.,0,n.s.,-5,n.s.,-9,n.s.,2,n.s.,3,n.s.
MmuEX0021915,Grip1,0,n.s.,-0.4,n.s.,-1,n.s.,0,n.s.,0,n.s.,0,n.s.,0,n.s.
MmuEX0021916,Grip1,0,n.s.,0.3,n.s.,0,n.s.,-10,lower,0,n.s.,0,n.s.,0,n.s.
MmuEX0010752,Celf5,2,n.s.,3.9,n.s.,-3,n.s.,0,n.s.,-2,n.s.,0,n.s.,NA,n.s.
MmuEX0010753,Celf5,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
MmuEX0010754,Celf5,0,n.s.,0.7,n.s.,-11,n.s.,-7,n.s.,-9,n.s.,0,n.s.,-6,n.s.
MmuEX0012612,Cpsf7,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.,NA,n.s.
