VastDB.ID,gene,length,chrom,start,end,strand,neural.trend,ASD.trend
MmuEX0013984,Dda1,52,chr8,73996017,73997673,+,NA,NA
MmuEX0013985,Dda1,62,chr8,73996146,73998386,+,NA,NA
MmuEX0001009,2410076I21Rik,90,chr9,58513724,58589193,-,NA,NA
MmuEX0001010,2410076I21Rik,84,chr9,58508179,58559822,-,NA,NA
MmuEX0010700,Ceacam1,121,chr7,26249900,26256816,-,NA,NA
MmuEX0010701,Ceacam1,53,chr7,26249900,26251335,-,NA,NA
MmuEX0010702,Ceacam1,32,chr7,26248920,26256816,-,NA,NA
MmuEX0010703,Ceacam1,285,chr7,26257093,26261362,-,NA,NA
MmuEX0010704,Ceacam1,255,chr7,26257093,26261362,-,NA,NA
MmuEX0053699,Zfp94,114,chr7,25094217,25099368,-,NA,NA
MmuEX0053700,Zfp94,39,chr7,25094217,25097400,-,Neural-high,NA
MmuEX0008507,C230081A13Rik,64,chr9,56166628,56265667,-,NA,n.s.
MmuEX0033340,Ovgp1,186,chr3,105782925,105787970,+,NA,NA
MmuEX0033341,Ovgp1,117,chr3,105783196,105787970,+,NA,NA
MmuEX0023520,I830077J02Rik,48,chr3,105730160,105735475,-,NA,NA
MmuEX0023521,I830077J02Rik,58,chr3,105730160,105731651,-,NA,NA
MmuEX0009840,Ccdc61,125,chr7,19489289,19495691,-,NA,NA
MmuEX0009841,Ccdc61,158,chr7,19479495,19495481,-,NA,NA
MmuEX0009842,Ccdc61,83,chr7,19479495,19489130,-,NA,n.s.
MmuEX0009843,Ccdc61,158,chr7,19479495,19488818,-,NA,NA
MmuEX0009844,Ccdc61,125,chr7,19479495,19486267,-,NA,NA
MmuEX0009845,Ccdc61,211,chr7,19479199,19484906,-,NA,NA
MmuEX0051386,Vmn2r29,62,chr7,7192919,7219929,-,NA,NA
MmuEX0051387,Vmn2r29,493,chr7,7192919,7219929,-,NA,NA
MmuEX0051388,Vmn2r29,228,chr7,7187214,7219929,-,NA,NA
MmuEX0051389,Vmn2r29,139,chr7,7220017,7220750,-,NA,NA
MmuEX0051390,Vmn2r29,165,chr7,7220017,7220750,-,NA,NA
MmuEX0053662,Zfp865,1147,chr7,4972258,4984364,+,NA,NA
MmuEX0053663,Zfp865,117,chr7,4972258,4984364,+,NA,NA
MmuEX0053664,Zfp865,345,chr7,4982174,4984364,+,NA,NA
MmuEX0044592,Spc24,143,chr9,21560740,21564562,-,NA,NA
MmuEX0044593,Spc24,105,chr9,21560740,21564562,-,NA,NA
MmuEX0044594,Spc24,77,chr9,21560740,21561674,-,NA,NA
MmuEX0053448,Zfp558,127,chr9,18264197,18273057,-,NA,NA
MmuEX0053449,Zfp558,64,chr9,18264197,18272363,-,NA,NA
MmuEX0018684,Fat3,60,chr9,15720066,15723607,-,NA,NA
MmuEX0018685,Fat3,36,chr9,15720066,15723607,-,NA,NA
MmuEX0005740,Arfip1,75,chr3,84331721,84338508,-,Neural-low,inconsistent
MmuEX0005741,Arfip1,113,chr3,84323626,84338508,-,NA,NA
MmuEX0005742,Arfip1,222,chr3,84319713,84331607,-,NA,NA
MmuEX0005743,Arfip1,158,chr3,84313905,84323403,-,NA,NA
MmuEX0005744,Arfip1,175,chr3,84301814,84338508,-,NA,NA
MmuEX0018417,Fam65c,146,chr2,167815306,167818271,-,NA,NA
MmuEX0018418,Fam65c,469,chr2,167812104,167816674,-,NA,NA
MmuEX0018419,Fam65c,162,chr2,167808747,167809944,-,NA,NA
MmuEX0018420,Fam65c,203,chr2,167808363,167809195,-,NA,NA
MmuEX0018421,Fam65c,54,chr2,167815306,167820453,-,NA,NA
MmuEX0018422,Fam65c,150,chr2,167815306,167820153,-,NA,NA
MmuEX0018423,Fam65c,64,chr2,167815306,167818985,-,NA,NA
MmuEX0018424,Fam65c,44,chr2,167818398,167818837,-,NA,NA
MmuEX0018425,Fam65c,126,chr2,167815306,167818516,-,NA,NA
MmuEX0026280,Lekr1,120,chr3,65488029,65585292,+,NA,NA
MmuEX0026281,Lekr1,176,chr3,65529353,65585292,+,NA,NA
MmuEX0026282,Lekr1,186,chr3,65531179,65585292,+,NA,NA
MmuEX0026283,Lekr1,82,chr3,65543790,65585292,+,NA,NA
MmuEX0005734,Arfgef2,31,chr2,166631336,166659970,+,NA,NA
MmuEX0005735,Arfgef2,124,chr2,166631336,166659970,+,NA,NA
MmuEX0028934,Mgst2,71,chr3,51468533,51485718,+,NA,n.s.
MmuEX0028935,Mgst2,82,chr3,51481558,51486375,+,NA,NA
MmuEX0001442,4922505G16Rik,165,chr2,157045952,157048499,-,NA,NA
MmuEX0001443,4922505G16Rik,122,chr2,157058952,157067449,-,NA,NA
MmuEX0001444,4922505G16Rik,153,chr2,157055808,157064051,-,NA,n.s.
MmuEX0002181,6430550D23Rik,137,chr2,155802280,155814729,-,NA,NA
MmuEX0002182,6430550D23Rik,217,chr2,155802280,155814729,-,NA,NA
MmuEX0002183,6430550D23Rik,167,chr2,155801216,155805712,-,NA,NA
MmuEX0049706,Ttll9,93,chr2,152798068,152808790,+,NA,NA
MmuEX0049707,Ttll9,186,chr2,152808903,152815329,+,NA,NA
MmuEX0049708,Ttll9,69,chr2,152810058,152815759,+,NA,NA
MmuEX0012947,Csnk2a1,210,chr2,152052769,152079945,+,NA,NA
MmuEX0035839,Plk1s1,82,chr2,146717021,146767745,+,NA,NA
MmuEX0035840,Plk1s1,166,chr2,146717021,146778713,+,NA,NA
MmuEX0035841,Plk1s1,63,chr2,146717021,146778713,+,NA,NA
MmuEX0035842,Plk1s1,66,chr2,146768716,146778713,+,NA,NA
MmuEX0035843,Plk1s1,87,chr2,146717021,146795279,+,NA,NA
MmuEX0035844,Plk1s1,97,chr2,146778801,146795279,+,NA,NA
MmuEX0005146,Ankrd5,93,chr2,136328121,136339319,+,NA,NA
MmuEX0005147,Ankrd5,2111,chr2,136328768,136359388,+,NA,NA
MmuEX0035949,Plxnc1,88,chr10,94327668,94333608,-,NA,NA
MmuEX0024711,Itpa,65,chr2,130497195,130499974,+,NA,inconsistent
MmuEX0024712,Itpa,74,chr2,130497195,130499974,+,NA,NA
MmuEX0024713,Itpa,116,chr2,130500007,130505070,+,NA,NA
MmuEX0020114,Gas2l3,116,chr10,88889295,88893628,-,NA,NA
MmuEX0020115,Gas2l3,108,chr10,88877238,88884201,-,NA,NA
MmuEX0034387,Pdzd7,72,chr19,45103814,45104469,-,NA,NA
MmuEX0034388,Pdzd7,92,chr19,45104562,45107501,-,NA,NA
MmuEX0001046,2410141K09Rik,157,chr13,66534742,66541955,-,NA,NA
MmuEX0020859,Gm14207,132,chr2,119147403,119150903,-,NA,NA
MmuEX0037625,Ptar1,67,chr19,23768981,23783243,+,NA,NA
MmuEX0037626,Ptar1,105,chr19,23777635,23783243,+,NA,NA
MmuEX0001337,4631405J19Rik,80,chr2,92870717,92871622,+,NA,NA
MmuEX0013592,D630002G06Rik,116,chr19,8237248,8267890,-,NA,NA
MmuEX0013593,D630002G06Rik,215,chr19,8237248,8267890,-,NA,NA
MmuEX0013594,D630002G06Rik,109,chr19,8236196,8243644,-,NA,NA
MmuEX0013595,D630002G06Rik,104,chr19,8281909,8292761,-,NA,NA
MmuEX0013596,D630002G06Rik,155,chr19,8268012,8292761,-,NA,NA
MmuEX0009674,Ccdc162,121,chr10,41261708,41270527,-,NA,NA
MmuEX0009830,Ccdc58,126,chr16,36072224,36085102,+,NA,NA
MmuEX0009831,Ccdc58,147,chr16,36072224,36089986,+,NA,NA
MmuEX0009832,Ccdc58,60,chr16,36085250,36091919,+,NA,NA
MmuEX0022683,Heg1,291,chr16,33684942,33710485,+,NA,NA
MmuEX0022684,Heg1,300,chr16,33684942,33719592,+,NA,NA
MmuEX0022685,Heg1,339,chr16,33710786,33725510,+,NA,NA
MmuEX0022686,Heg1,354,chr16,33719932,33725510,+,NA,NA
MmuEX0022687,Heg1,88,chr16,33751296,33766746,+,NA,NA
MmuEX0022688,Heg1,175,chr16,33760932,33766746,+,NA,NA
MmuEX0011056,Cerkl,64,chr2,79183449,79208836,-,NA,NA
MmuEX0011057,Cerkl,143,chr2,79183449,79201480,-,NA,NA
MmuEX0009186,Carns1,173,chr19,4166565,4170825,-,NA,NA
MmuEX0009187,Carns1,281,chr19,4166565,4169898,-,NA,NA
MmuEX0022313,H60b,264,chr10,22005683,22008520,+,NA,NA
MmuEX0022314,H60b,195,chr10,22005683,22008520,+,NA,NA
MmuEX0001812,4933404M02Rik,57,chr2,70347759,70359129,+,NA,NA
MmuEX0001813,4933404M02Rik,36,chr2,70350874,70360536,+,NA,NA
MmuEX0001814,4933404M02Rik,93,chr2,70361425,70369732,+,NA,NA
MmuEX0001815,4933404M02Rik,149,chr2,70365583,70372298,+,NA,NA
MmuEX0019254,Fign,58,chr2,63818957,63934951,-,NA,NA
MmuEX0039251,Rc3h2,113,chr2,37245411,37255106,-,NA,NA
MmuEX0039252,Rc3h2,34,chr2,37240981,37253763,-,NA,NA
MmuEX0039253,Rc3h2,190,chr2,37240981,37253763,-,NA,NA
MmuEX0039254,Rc3h2,118,chr2,37265188,37270035,-,NA,NA
MmuEX0020738,Gm11744,34,chr11,116515292,116529345,+,NA,NA
MmuEX0020739,Gm11744,69,chr11,116515292,116529345,+,NA,NA
MmuEX0020740,Gm11744,71,chr11,116515292,116529345,+,NA,NA
MmuEX0020741,Gm11744,95,chr11,116515292,116529345,+,NA,NA
MmuEX0019437,Fnbp1,57,chr2,30939606,30960761,-,NA,NA
MmuEX0019438,Fnbp1,148,chr2,30939606,30960761,-,NA,NA
MmuEX0019439,Fnbp1,105,chr2,30914538,30939542,-,NA,NA
MmuEX0019440,Fnbp1,129,chr2,30911095,30938493,-,NA,NA
MmuEX0019441,Fnbp1,147,chr2,30896035,30914408,-,NA,NA
MmuEX0019442,Fnbp1,195,chr2,30896035,30910947,-,NA,NA
MmuEX0019443,Fnbp1,96,chr2,30896035,30909543,-,NA,NA
MmuEX0019444,Fnbp1,84,chr2,30896035,30908504,-,NA,ASD-low
MmuEX0000328,1700001L05Rik,482,chr15,83189381,83197298,-,NA,NA
MmuEX0000329,1700001L05Rik,109,chr15,83189381,83195458,-,NA,NA
MmuEX0007421,BC028471,90,chr5,150171854,150179243,+,NA,NA
MmuEX0007422,BC028471,131,chr5,150171854,150179243,+,NA,NA
MmuEX0020697,Gm10863,81,chr15,78996610,79040620,+,NA,NA
MmuEX0020698,Gm10863,59,chr15,78996610,79046539,+,NA,NA
MmuEX0040643,Rsph10b2,111,chr5,144728128,144744772,+,NA,NA
MmuEX0019955,Gal3st4,102,chr5,138707535,138713763,-,NA,NA
MmuEX0019956,Gal3st4,304,chr5,138707535,138713763,-,NA,inconsistent
MmuEX0052750,Zc3h3,693,chr15,75616068,75672279,-,NA,NA
MmuEX0017177,Ept1,109,chr5,30574078,30579255,+,NA,NA
MmuEX0017178,Ept1,75,chr5,30575067,30582623,+,NA,NA
MmuEX0050003,Txnrd2,66,chr16,18426653,18436653,+,NA,NA
MmuEX0050004,Txnrd2,57,chr16,18429970,18440885,+,NA,inconsistent
MmuEX0050005,Txnrd2,145,chr16,18436711,18440885,+,NA,NA
MmuEX0050006,Txnrd2,75,chr16,18437740,18440885,+,NA,NA
MmuEX0050007,Txnrd2,93,chr16,18472343,18474774,+,NA,NA
MmuEX0050008,Txnrd2,72,chr16,18472980,18475614,+,NA,NA
MmuEX0040903,SNORD116.13,147,chr7,66925113,66931707,-,NA,NA
MmuEX0004451,Airn,223,chr17,12934291,13051972,+,NA,NA
MmuEX0004452,Airn,146,chr17,12934291,13052406,+,NA,NA
MmuEX0041140,Scamp4,75,chr10,80065695,80071547,+,NA,NA
MmuEX0041141,Scamp4,556,chr10,80065695,80071547,+,NA,NA
MmuEX0041142,Scamp4,48,chr10,80065695,80075086,+,NA,NA
MmuEX0041143,Scamp4,102,chr10,80065695,80075086,+,NA,inconsistent
MmuEX0036596,Ppil6,148,chr10,41221494,41222801,+,NA,NA
MmuEX0036597,Ppil6,57,chr10,41221738,41227229,+,NA,NA
MmuEX0020805,Gm13225,174,chr4,145110789,145120714,+,NA,NA
MmuEX0014028,Ddi2,190,chr4,141241547,141251321,-,NA,NA
MmuEX0014029,Ddi2,62,chr4,141241547,141248169,-,NA,NA
MmuEX0013882,Dcdc2b,52,chr4,129288584,129291250,-,NA,NA
MmuEX0013883,Dcdc2b,74,chr4,129287722,129291250,-,NA,NA
MmuEX0013884,Dcdc2b,132,chr4,129287722,129288506,-,NA,NA
MmuEX0050144,Ube2d3,44,chr3,135118342,135121761,+,NA,NA
MmuEX0009712,Ccdc24,164,chr4,117544466,117544999,-,NA,NA
MmuEX0009713,Ccdc24,114,chr4,117543795,117544999,-,NA,NA
MmuEX0011164,Chd2,133,chr7,80664595,80686131,-,NA,NA
MmuEX0011165,Chd2,44,chr7,80592200,80594042,-,NA,NA
MmuEX0011166,Chd2,62,chr7,80652800,80660611,-,NA,NA
MmuEX0011167,Chd2,108,chr7,80650015,80658975,-,NA,n.s.
MmuEX0011168,Chd2,113,chr7,80599338,80600376,-,NA,n.s.
MmuEX0002065,5830417I10Rik,24,chr3,88593321,88603536,+,NA,NA
MmuEX0002066,5830417I10Rik,104,chr3,88593321,88611828,+,NA,NA
MmuEX0002067,5830417I10Rik,185,chr3,88627905,88629053,+,NA,NA
MmuEX0002434,A230006K03Rik,109,chr7,68279478,68347111,-,NA,NA
MmuEX0002435,A230006K03Rik,53,chr7,68261846,68274656,-,NA,NA
MmuEX0002436,A230006K03Rik,101,chr7,68235995,68274656,-,NA,NA
MmuEX0002437,A230006K03Rik,69,chr7,68235995,68261744,-,NA,NA
MmuEX0002438,A230006K03Rik,53,chr7,68279478,68347111,-,NA,NA
MmuEX0002439,A230006K03Rik,104,chr7,68279478,68339872,-,NA,NA
MmuEX0002440,A230006K03Rik,103,chr7,68279478,68326484,-,NA,NA
MmuEX0002441,A230006K03Rik,122,chr7,68279478,68322313,-,NA,NA
MmuEX0002442,A230006K03Rik,327,chr7,68261846,68339872,-,NA,NA
MmuEX0013441,D030028A08Rik,172,chr11,96814043,96820867,+,NA,NA
MmuEX0013442,D030028A08Rik,112,chr11,96814043,96820867,+,NA,NA
MmuEX0048125,Tmem8b,190,chr4,43682907,43693530,+,NA,NA
MmuEX0048126,Tmem8b,208,chr4,43686962,43693530,+,NA,NA
MmuEX0048127,Tmem8b,269,chr4,43693665,43694830,+,NA,NA
MmuEX0038541,Rad54b,324,chr4,11497080,11520767,+,NA,NA
MmuEX0038542,Rad54b,46,chr4,11497080,11520767,+,NA,NA
MmuEX0038543,Rad54b,195,chr4,11497080,11522813,+,NA,NA
MmuEX0007400,BC024978,461,chr7,27981127,27985572,+,NA,NA
MmuEX0007401,BC024978,69,chr7,27982386,27986038,+,NA,NA
MmuEX0007402,BC024978,125,chr7,27985642,27987426,+,NA,NA
MmuEX0015575,Dph1,157,chr11,74993307,74994794,-,NA,NA
MmuEX0015576,Dph1,101,chr11,74993307,74994794,-,NA,NA
MmuEX0021105,Gm5155,360,chr7,18457374,18472756,+,NA,NA
MmuEX0020867,Gm14418,55,chr2,177174259,177182928,-,NA,NA
MmuEX0020868,Gm14418,102,chr2,177174259,177182928,-,NA,NA
MmuEX0020869,Gm14418,37,chr2,177174259,177182928,-,NA,NA
MmuEX0021073,Gm4724,55,chr2,175250657,175261198,-,NA,NA
MmuEX0020865,Gm14391,55,chr2,175023435,175032281,-,NA,NA
MmuEX0015583,Dpm1,26,chr2,168043277,168045536,-,NA,NA
MmuEX0015584,Dpm1,96,chr2,168036981,168045536,-,NA,inconsistent
MmuEX0015585,Dpm1,69,chr2,168036981,168043180,-,NA,NA
MmuEX0030831,Naip6,153,chr13,101055797,101066840,-,NA,NA
MmuEX0030832,Naip6,87,chr13,101055797,101066840,-,NA,NA
MmuEX0030826,Naip2,2244,chr13,100924978,100932796,-,NA,NA
MmuEX0030827,Naip2,168,chr13,100922602,100930075,-,NA,NA
MmuEX0005914,Arhgap8,88,chr15,84563460,84576198,+,NA,NA
MmuEX0005915,Arhgap8,132,chr15,84571226,84576198,+,NA,NA
MmuEX0006877,Atp6ap1l,62,chr13,91030626,91044802,-,NA,NA
MmuEX0006878,Atp6ap1l,218,chr13,91030626,91044802,-,NA,NA
MmuEX0006879,Atp6ap1l,51,chr13,91026400,91038245,-,NA,NA
MmuEX0052100,Wdr92,101,chr11,17112150,17124551,+,NA,NA
MmuEX0052101,Wdr92,131,chr11,17112150,17124551,+,NA,NA
MmuEX0027338,Ly6c1,82,chr15,74878970,75069463,-,NA,NA
MmuEX0027339,Ly6c1,83,chr15,74878970,75069463,-,NA,NA
MmuEX0027340,Ly6c1,117,chr15,74878970,75069463,-,NA,NA
MmuEX0004678,Alkbh1,138,chr12,88781365,88784591,-,NA,NA
MmuEX0004679,Alkbh1,73,chr12,88781365,88784591,-,NA,NA
MmuEX0004680,Alkbh1,109,chr12,88779510,88784591,-,NA,NA
MmuEX0037251,Prnp,28,chr2,131738029,131762155,+,NA,NA
MmuEX0037252,Prnp,1541,chr2,131738029,131762155,+,NA,NA
MmuEX0043601,Slc8a3,1845,chr12,82315157,82433627,-,NA,NA
MmuEX0043602,Slc8a3,18,chr12,82306004,82315052,-,NA,inconsistent
MmuEX0021143,Gm6309,203,chr5,146981979,146996714,-,NA,NA
MmuEX0021144,Gm6309,203,chr5,146981238,146996714,-,NA,NA
MmuEX0036003,Pms2,135,chr5,144670949,144674270,+,NA,NA
MmuEX0036004,Pms2,87,chr5,144670949,144677224,+,NA,NA
MmuEX0036005,Pms2,103,chr5,144674358,144675488,+,NA,n.s.
MmuEX0036006,Pms2,184,chr5,144670949,144677224,+,NA,NA
MmuEX0036007,Pms2,76,chr5,144680478,144684345,+,NA,NA
MmuEX0036008,Pms2,156,chr5,144682970,144686089,+,NA,NA
MmuEX0009071,Capn3,18,chr2,120322763,120327838,+,Neural-high,n.s.
MmuEX0009072,Capn3,114,chr2,120322763,120327838,+,NA,inconsistent
MmuEX0047520,Tlr5,124,chr1,184885014,184899144,+,NA,NA
MmuEX0052616,Zan,142,chr5,137833084,137834237,-,NA,NA
MmuEX0052617,Zan,218,chr5,137854022,137856234,-,NA,NA
MmuEX0052618,Zan,142,chr5,137854022,137855396,-,NA,NA
MmuEX0052619,Zan,142,chr5,137840167,137844257,-,NA,NA
MmuEX0052620,Zan,218,chr5,137840167,137841760,-,NA,NA
MmuEX0020882,Gm15217,108,chr14,46999317,47002751,+,NA,NA
MmuEX0026284,Lemd1,152,chr1,134088067,134124760,+,NA,NA
MmuEX0026285,Lemd1,3017,chr1,134088067,134124760,+,NA,NA
MmuEX0026286,Lemd1,120,chr1,134088067,134153273,+,NA,NA
MmuEX0026287,Lemd1,123,chr1,134088067,134153273,+,NA,NA
MmuEX0026288,Lemd1,71,chr1,134125614,134153273,+,NA,NA
MmuEX0026289,Lemd1,74,chr1,134128915,134153273,+,NA,NA
MmuEX0028752,Mettl4-ps1,211,chr17,71882989,71892776,+,NA,NA
MmuEX0028753,Mettl4-ps1,70,chr17,71882989,71892776,+,NA,NA
MmuEX0021060,Gm2897,151,chr14,3049340,3066065,+,NA,NA
MmuEX0021061,Gm2897,163,chr14,3055201,3071208,+,NA,NA
MmuEX0021062,Gm2897,163,chr14,3066229,3071208,+,NA,NA
MmuEX0020712,Gm11110,135,chr17,57232193,57245320,-,NA,NA
MmuEX0020713,Gm11110,99,chr17,57232193,57242772,-,NA,NA
MmuEX0021045,Gm2382,70,chr9,88610588,88614496,-,NA,NA
MmuEX0021046,Gm2382,262,chr9,88583824,88614496,-,NA,NA
MmuEX0021047,Gm2382,211,chr9,88583824,88610325,-,NA,NA
MmuEX0021048,Gm2382,73,chr9,88583824,88610325,-,NA,NA
MmuEX0022644,Heatr7b1,132,chr1,90124984,90129891,+,NA,NA
MmuEX0022645,Heatr7b1,163,chr1,90124984,90129891,+,NA,NA
MmuEX0022646,Heatr7b1,99,chr1,90124984,90129891,+,NA,NA
MmuEX0022647,Heatr7b1,79,chr1,90130044,90133229,+,NA,NA
MmuEX0047830,Tmem179b,118,chr19,8847597,8848824,-,NA,inconsistent
MmuEX0047831,Tmem179b,135,chr19,8847597,8848824,-,NA,NA
MmuEX0035037,Pigb,141,chr9,72871088,72879859,-,NA,NA
MmuEX0035038,Pigb,52,chr9,72870294,72877372,-,NA,NA
MmuEX0031706,Nhsl2,69,chrX,99045187,99272820,+,NA,NA
MmuEX0031707,Nhsl2,156,chrX,99143062,99271500,+,NA,NA
MmuEX0031708,Nhsl2,128,chrX,99266819,99271500,+,NA,NA
MmuEX0031709,Nhsl2,132,chrX,99143062,99272820,+,NA,NA
MmuEX0034928,Phyhd1,70,chr2,30125372,30132522,+,NA,NA
MmuEX0034929,Phyhd1,48,chr2,30125372,30132522,+,NA,NA
MmuEX0034930,Phyhd1,50,chr2,30130244,30135474,+,NA,NA
MmuEX0034931,Phyhd1,63,chr2,30132579,30135474,+,NA,inconsistent
MmuEX0034932,Phyhd1,22,chr2,30132731,30135474,+,NA,NA
MmuEX0020714,Gm11128,127,chr6,85759235,85759812,-,NA,NA
MmuEX0002203,6530402F18Rik,694,chr2,29104399,29107984,-,NA,NA
MmuEX0002204,6530402F18Rik,66,chr2,29104035,29107984,-,NA,NA
MmuEX0022288,H2-Q2,33,chr17,35460547,35461126,+,NA,NA
MmuEX0022289,H2-Q2,48,chr17,35460547,35461126,+,NA,NA
MmuEX0027920,March2,196,chr17,33833192,33846689,-,NA,NA
MmuEX0034627,Pglyrp2,881,chr17,32554034,32557744,-,NA,NA
MmuEX0034628,Pglyrp2,298,chr17,32550420,32553822,-,NA,NA
MmuEX0020716,Gm11149,150,chr9,49370338,49374888,+,NA,NA
MmuEX0038300,Rab26,53,chr17,24667066,24667587,-,NA,NA
MmuEX0038301,Rab26,66,chr17,24666763,24667335,-,NA,NA
MmuEX0038302,Rab26,57,chr17,24666763,24666999,-,NA,NA
MmuEX0046637,Tceb1,164,chr1,16638089,16646902,-,NA,NA
MmuEX0046638,Tceb1,66,chr1,16635911,16638035,-,NA,NA
MmuEX0000411,1700015F17Rik,35,chr5,5452068,5466624,-,NA,NA
MmuEX0000412,1700015F17Rik,94,chr5,5452068,5457284,-,NA,NA
MmuEX0001128,2610203C22Rik,90,chr1,9553953,9621141,-,NA,NA
MmuEX0019040,Fdx1l,88,chr9,20872370,20877518,-,NA,NA
MmuEX0047839,Tmem181b-ps,131,chr17,6446551,6448585,-,NA,NA
MmuEX0047840,Tmem181b-ps,92,chr17,6446551,6447930,-,NA,NA
MmuEX0047841,Tmem181b-ps,52,chr17,6442779,6444918,-,NA,NA
MmuEX0047842,Tmem181b-ps,52,chr17,6442779,6822252,-,NA,NA
MmuEX0047843,Tmem181b-ps,56,chr17,6442779,6822252,-,NA,NA
MmuEX0047844,Tmem181b-ps,81,chr17,6442779,6451803,-,NA,NA
MmuEX0047845,Tmem181b-ps,1037,chr17,6442779,6451035,-,NA,NA
MmuEX0021053,Gm2792,94,chr17,6517834,6524678,-,NA,NA
MmuEX0021054,Gm2792,144,chr17,6375486,6522881,-,NA,NA
MmuEX0021055,Gm2792,413,chr17,6381431,6517689,-,NA,NA
MmuEX0021056,Gm2792,219,chr17,6381431,6410569,-,NA,NA
MmuEX0021057,Gm2792,27,chr17,6381431,6527712,-,NA,NA
MmuEX0021058,Gm2792,169,chr17,6358789,6375350,-,NA,NA
MmuEX0040763,Rundc2a,62,chr16,11323072,11367769,+,NA,NA
MmuEX0040764,Rundc2a,53,chr16,11323072,11367769,+,NA,NA
MmuEX0040765,Rundc2a,125,chr16,11350052,11395311,+,NA,NA
MmuEX0040766,Rundc2a,181,chr16,11367895,11399857,+,NA,NA
MmuEX0021028,Gm1993,82,chrX,24786323,24976135,-,NA,NA
MmuEX0021029,Gm1993,99,chrX,24786323,24789176,-,NA,NA
MmuEX0020760,Gm12216,127,chr11,53599852,53627077,-,NA,NA
MmuEX0020761,Gm12216,98,chr11,53599852,53627077,-,NA,NA
MmuEX0020871,Gm14490,70,chr2,153549304,153555501,+,NA,NA
MmuEX0020872,Gm14490,119,chr2,153549304,153555501,+,NA,NA
MmuEX0035269,Pisd-ps1,89,chr11,3026062,3027481,+,NA,NA
MmuEX0035270,Pisd-ps1,166,chr11,3026062,3028931,+,NA,NA
MmuEX0013108,Ctsf,99,chr19,4855487,4856444,+,NA,NA
MmuEX0013109,Ctsf,85,chr19,4855809,4856444,+,NA,NA
MmuEX0013110,Ctsf,62,chr19,4856155,4856444,+,NA,NA
MmuEX0013111,Ctsf,65,chr19,4859523,4859757,+,NA,NA
MmuEX0013112,Ctsf,91,chr19,4859523,4860249,+,NA,NA
MmuEX0000769,2210015D19Rik,63,chr11,5662244,5680208,+,NA,NA
MmuEX0000770,2210015D19Rik,184,chr11,5665575,5680208,+,NA,inconsistent
MmuEX0000771,2210015D19Rik,77,chr11,5665575,5680208,+,NA,n.s.
MmuEX0017405,Esrp2,133,chr8,108657394,108657678,-,NA,NA
MmuEX0017406,Esrp2,43,chr8,108656837,108657472,-,NA,NA
MmuEX0017407,Esrp2,252,chr8,108656837,108657350,-,NA,NA
MmuEX0001392,4921504A21Rik,95,chr5,18709744,18731958,-,NA,NA
MmuEX0001393,4921504A21Rik,88,chr5,18709744,18716045,-,NA,NA
MmuEX0002381,9430091E24Rik,123,chr8,113661453,113669303,-,NA,NA
MmuEX0002382,9430091E24Rik,110,chr8,113653687,113669303,-,NA,NA
MmuEX0002756,AI847159,50,chr2,129004620,129006189,-,NA,NA
MmuEX0002757,AI847159,558,chr2,128984976,129006189,-,NA,NA
MmuEX0001271,3010001F23Rik,181,chrX,148803660,148820187,+,NA,NA
MmuEX0001272,3010001F23Rik,108,chrX,148804566,148837510,+,NA,NA
MmuEX0001273,3010001F23Rik,165,chrX,148820296,148850833,+,NA,NA
MmuEX0000690,1810062O18Rik,111,chr14,21365567,21384002,+,NA,NA
MmuEX0000691,1810062O18Rik,37,chr14,21384062,21389563,+,NA,NA
MmuEX0000692,1810062O18Rik,102,chr14,21384270,21389563,+,NA,NA
MmuEX0000693,1810062O18Rik,153,chr14,21384270,21389563,+,NA,NA
MmuEX0020743,Gm11789,135,chr11,120388518,120392746,-,NA,NA
MmuEX0020744,Gm11789,148,chr11,120388518,120391654,-,NA,NA
MmuEX0021011,Gm16880,108,chr1,138602220,138621547,+,NA,NA
MmuEX0021012,Gm16880,48,chr1,138602220,138621547,+,NA,NA
MmuEX0002247,8030453O22Rik,74,chr6,39477644,39493102,+,NA,NA
MmuEX0002248,8030453O22Rik,128,chr6,39477644,39493102,+,NA,NA
MmuEX0002494,A430071A18Rik,115,chr11,119687286,119695603,-,NA,NA
MmuEX0002495,A430071A18Rik,145,chr11,119683079,119695603,-,NA,NA
MmuEX0020806,Gm13227,115,chr4,145002184,145177334,+,NA,NA
MmuEX0020807,Gm13227,93,chr4,145002184,145182834,+,NA,NA
MmuEX0020815,Gm13429,262,chr2,36058387,36068044,+,NA,NA
MmuEX0020816,Gm13429,273,chr2,36058387,36068044,+,NA,NA
MmuEX0020817,Gm13429,511,chr2,36064974,36068044,+,NA,NA
MmuEX0001776,4931440J10Rik,72,chr14,63379424,63448599,+,NA,NA
MmuEX0001777,4931440J10Rik,91,chr14,63379424,63448599,+,NA,NA
MmuEX0001778,4931440J10Rik,112,chr14,63379424,63448599,+,NA,NA
MmuEX0001779,4931440J10Rik,100,chr14,63379424,63448599,+,NA,NA
MmuEX0007289,BB218582,187,chr2,106484033,106490450,-,NA,NA
MmuEX0007290,BB218582,110,chr2,106484033,106490450,-,NA,NA
MmuEX0007291,BB218582,136,chr2,106484033,106490450,-,NA,NA
MmuEX0007292,BB218582,111,chr2,106484033,106490450,-,NA,NA
